time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
218,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,20.049999237060547,0.7899990081787109,-2.0,28.682600035242135,0.5431820723790722,0.55,0.55,0.0,0.2118889899158042,0.21298997105076264,0.0,0.0,0.0,28.682600035242135,31.563404292810784,51.58466665405803,-34.70766667297099,0.6118757053231393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.014691323363533662,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
219,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.290000915527344,-0.7599983215332031,-2.0,-28.826639451555643,0.5528291246325768,0.55,0.55,0.0,0.2118889899158042,0.2114321336653283,0.0,3.0,0.0,-28.826639451555643,-26.0470410844623,50.18184868548867,-35.40907565725566,0.7356035310434603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.01077454737541393,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
220,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.989999771118164,0.6999988555908203,-2.0,25.124578520847802,0.5425408746243625,0.55,0.55,0.0,0.2118889899158042,0.21309351375038682,0.0,0.0,0.0,25.124578520847802,27.778275022178516,51.33949495590922,-34.83025252204539,0.5410702821684306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.013584134514181619,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
221,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.959999084472656,-0.030000686645507812,-2.0,-2.765116615753307,0.5430564608283128,0.55,0.55,0.0,0.2118889899158042,0.2130102552126676,0.0,3.0,0.0,-2.765116615753307,-1.392082750665918,50.104904954923505,-35.44754752253825,0.03927162379233159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.002699621377099915,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
222,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.479999542236328,-0.4799995422363281,-2.0,-19.00157966208623,0.5492707669003708,0.55,0.55,0.0,0.2118889899158042,0.21200674884935677,0.0,3.0,0.0,-19.00157966208623,-16.778626394556454,50.16677529939754,-35.41661235030123,0.4737501777019548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.006735085265093465,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
223,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.290000915527344,-0.18999862670898438,-2.0,-8.566214768828596,0.5518100861781096,0.55,0.55,0.0,0.2118889899158042,0.21159669131048747,0.0,3.0,0.0,-8.566214768828596,-6.856162049894747,50.9124920280445,-35.04375398597775,0.1956457647955793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.002888083129832704,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
224,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.290000915527344,0.0,-2.0,-1.8127850719125713,0.5520018667580291,0.55,0.55,0.0,0.2118889899158042,0.21156572195846698,0.0,3.0,0.0,-1.8127850719125713,-0.5178075657826084,51.217210341373146,-34.89139482931343,0.01484055218530791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.00038523282706423134,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
225,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.459999084472656,0.1699981689453125,-2.0,4.497379295854328,0.5497671842559043,0.55,0.55,0.0,0.2118889899158042,0.21192658575964743,0.0,0.0,0.0,4.497379295854328,6.033642755736873,51.240224010963495,-34.879887994518256,0.1177520760730066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.0024158661321035868,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
226,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.81999969482422,0.3600006103515625,-2.0,11.924815903409419,0.5446356383936677,0.55,0.55,0.0,0.2118889899158042,0.21275524448142008,0.0,0.0,0.0,11.924815903409419,13.85517382803883,50.97206211070852,-35.01396894464574,0.271818977971622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.006821019550926318,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
227,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.190000534057617,-0.6299991607666016,-2.0,-24.110494222006906,0.5526407734191071,0.55,0.55,0.0,0.2118889899158042,0.21146254923209673,0.0,3.0,0.0,-24.110494222006906,-21.61386456868649,50.356276607240126,-35.32186169637994,0.6119118169499443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.008955487349744037,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
228,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.6200008392334,0.43000030517578125,-2.0,14.37380220547741,0.5465493808254064,0.55,0.55,0.0,0.2118889899158042,0.2124462071270125,0.0,0.0,0.0,14.37380220547741,16.446760002992043,51.316892810292856,-34.84155359485357,0.3204940732439132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.007107893898444527,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
229,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.979999542236328,0.3599987030029297,-2.0,12.075027352407163,0.5413588245565364,0.55,0.55,0.0,0.2118889899158042,0.2132843950412439,0.0,0.0,0.0,12.075027352407163,14.014501925948958,50.585925699048765,-35.207037150475614,0.2770435003863632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.008924463572367109,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
230,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.6299991607666,-0.35000038146972656,-2.0,-14.398722657465598,0.5459500001451509,0.55,0.55,0.0,0.2118889899158042,0.21254299706939828,0.0,3.0,0.0,-14.398722657465598,-12.396174089259324,49.96305894678437,-35.518470526607814,0.34900641568935314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.005687469583449409,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
231,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.6299991607666,0.0,-2.0,-1.7388169280216472,0.5461171712485882,0.55,0.55,0.0,0.2118889899158042,0.21251600173570923,0.0,3.0,0.0,-1.7388169280216472,-0.4513619792805563,50.51400001741811,-35.242999991290944,0.012807138421589944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.000850605196725145,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
232,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.600000381469727,-0.029998779296875,-2.0,-2.8289964006903205,0.546654939804777,0.55,0.55,0.0,0.2118889899158042,0.21242916111957827,0.0,3.0,0.0,-2.8289964006903205,-1.4519751017098657,50.534060549830585,-35.23296972508471,0.04121069308205682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.0010780979388913155,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
233,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.860000610351562,0.26000022888183594,-2.0,8.151867517903861,0.5429870157635338,0.55,0.55,0.0,0.2118889899158042,0.21302146942767375,0.0,0.0,0.0,8.151867517903861,9.903394911356624,50.59859277657324,-35.20070361171338,0.19572471027182045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.0061472223156948235,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
234,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,20.040000915527344,0.18000030517578125,-2.0,5.210926952879179,0.5404753172401151,0.55,0.55,0.0,0.2118889899158042,0.21342706667726888,0.0,0.0,0.0,5.210926952879179,6.781586013230629,50.15844189162406,-35.420779054187975,0.1352032829864096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.006744615813134447,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
235,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.600000381469727,-0.4400005340576172,-2.0,-17.636555283547708,0.5462066933717277,0.55,0.55,0.0,0.2118889899158042,0.2125015454119965,0.0,3.0,0.0,-17.636555283547708,-15.474715555353924,49.857038068813814,-35.571480965593096,0.4350315234364859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.006829405118856909,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
236,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.280000686645508,-0.31999969482421875,-2.0,-13.18324975909713,0.550371768672196,0.55,0.55,0.0,0.2118889899158042,0.21182895550103573,0.0,3.0,0.0,-13.18324975909713,-11.245703311264297,50.54480320460732,-35.22759839769634,0.3192299169619151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.004504424077644666,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
237,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.280000686645508,0.0,-2.0,-1.814877603953961,0.5505642465789194,0.55,0.55,0.0,0.2118889899158042,0.2117978735424141,0.0,3.0,0.0,-1.814877603953961,-0.5196903481535888,51.04461224066351,-34.977693879668244,0.01485776477835988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.00022202610378686886,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
238,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,19.84000015258789,0.5599994659423828,-2.0,19.55658139366177,0.5424571187407299,0.55,0.55,0.0,0.2118889899158042,0.213107038922983,0.0,0.0,0.0,19.55658139366177,21.88924516311178,51.06770958947033,-34.96614520526483,0.42863181723006294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.011284367295975782,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
239,map_rule_zero_offset,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,20.149999618530273,0.3099994659423828,-2.0,10.30314964849349,0.5379600758040991,0.55,0.55,0.0,0.2118889899158042,0.2138332360479174,0.0,0.0,0.0,10.30314964849349,12.142015928903167,50.094854248887586,-35.45257287555621,0.24238050216849955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.011299463022363086,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
0,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,10.119999885559082,0.0,-2.0,-2.063918884001832,0.6502759152435418,0.55,0.549,0.0,0.0,-0.016192881050093463,0.0,3.0,0.0,-2.063918884001832,-0.7449711575626621,57.0,-27.999999999999996,0.02660611277009508,0.0,0.5,-0.001,0.5,-0.001,0.5,-0.001,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.0052176237812978,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
1,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,11.25,1.130000114440918,-2.0,22.116853150818464,0.6411727422132745,0.55,0.5487787107378245,0.0,0.0,-0.01472287105118666,0.0,0.0,0.0,22.116853150818464,24.578567181721773,57.0,-27.977926780516654,0.4312029330126627,0.0,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.7652915748164117,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
2,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,12.300000190734863,1.0500001907348633,-2.0,22.42230420434484,0.6319492180980874,0.55,0.5487787107378245,0.0,0.0,-0.013233426367514099,0.0,0.0,0.0,22.42230420434484,24.903515111005152,57.0,-28.70618062293804,0.43690377387728335,0.0,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.5812040622195687,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
3,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,11.279999732971191,-1.0200004577636719,-2.0,-23.387060567770916,0.6361640782921469,0.55,0.5487787107378245,0.0,0.0,-0.013914055705071569,0.0,3.0,0.0,-13.32541872972088,-11.380122523960898,57.0,-29.44406255215301,0.38649974010222854,0.0,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.6571965253092913,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
4,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,7.630000114440918,-3.6499996185302734,-2.0,-53.01034257753564,0.6388196371029974,0.55,0.5487787107378245,0.0,0.0,-0.01434288398194335,0.0,3.0,0.0,-8.894110154601618,-7.170008789296163,57.0,-29.10687373662824,0.2463338678751125,0.0,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.7119343685559283,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
5,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.140000343322754,0.5100002288818359,-2.0,6.111460992875794,0.6359517229326895,0.55,0.5487787107378245,0.0,0.0,-0.013879763870709428,0.0,0.0,0.0,6.111460992875794,7.74336825983114,57.0,-28.894429031760207,0.13584856596194983,0.0,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.6530318271537932,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
6,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.239999771118164,0.09999942779541016,-2.0,-0.2781473274372088,0.6356488896320339,0.55,0.5487787107378245,0.0,0.0,-0.013830861364024609,0.0,3.0,0.0,-0.2781473274372088,0.8176499117701848,57.0,-29.123862165384836,0.014344735294213767,0.0,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.647144230348341,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
7,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.300000190734863,0.06000041961669922,-2.0,-0.8885569463327886,0.6355387731879498,0.55,0.5487787107378245,0.0,0.0,-0.01381307940236031,0.0,3.0,0.0,-0.8885569463327886,0.2973143990269346,57.0,-29.148088829437285,0.005216042088191835,0.0,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.645028422727273,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
8,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,10.010000228881836,1.7100000381469727,-2.0,30.706181830623052,0.6331970650934181,0.55,0.5487787107378245,0.003659354328597564,0.003659354328597564,-0.009775578431703201,1.0,1.0,25.93437839586616,4.771803434756894,6.3226118552356025,57.0,-29.15689814496401,0.11092301500413337,0.0,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-4.4267713552412955,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
9,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,11.90999984741211,1.8999996185302734,-2.0,41.08676873238033,0.6309055103669429,0.55,0.5487787107378245,0.002405408510616879,0.006064762839214443,-0.007000122208078955,1.0,1.0,36.44375924282268,4.643009489557649,6.1871977614832145,57.0,-29.34423479252655,0.10854732914882832,0.0,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,0.9577606916427612,-0.00122128926217556,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-3.3684126506321865,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
10,old_latent_sac_adapter,C04_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,13.65999984741211,1.75,-2.0,43.45214195726816,0.6286846807014432,0.55,0.5497787107378245,0.002586952348864701,0.008651715188079143,-0.004054543059163477,1.0,1.0,38.99016797766665,4.46197397960151,5.996240096849034,57.0,-29.52755917064457,0.105197194681562,0.0,0.45776069164276123,-0.00022128926217556007,0.45776069164276123,-0.00022128926217556007,0.45776069164276123,-0.00022128926217556007,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-3.4718652806087595,"C04_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed44 | SOC 0.65, mass 1.15, grade -2.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
