time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
177,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,12.289999961853027,0.43000030517578125,2.0,17.031006391998304,0.5185100015278743,0.55,0.5508859749883414,0.0012358612639838667,0.03405443617195203,0.03913954358072832,1.0,1.0,19.997559959889937,-2.9665535678916335,-1.5814786934879514,47.15091224141212,-36.92454387929394,0.04283001297613299,0.0,-0.005258320248685777,0.0008859749883413315,-0.005258320248685777,0.0008859749883413315,-0.005258320248685777,0.0008859749883413315,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.258025979976849,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
178,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,12.1899995803833,-0.10000038146972656,2.0,4.484100202941085,0.5190773211926585,0.55,0.5508859749883414,0.00045313399448892056,0.03450757016644095,0.03950106494992314,1.0,1.0,7.39793781438312,-2.913837611442035,-1.5317630949171621,47.22120018334492,-36.88939990832754,0.04152312313899627,0.0,-0.005258320248685777,0.0008859749883413315,-0.005258320248685777,0.0008859749883413315,-0.005258320248685777,0.0008859749883413315,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6588735138834391,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
179,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.829999923706055,-0.3599996566772461,2.0,-1.5299563970602774,0.5191754243598524,0.55,0.5508859749883414,0.0,0.03450757016644095,0.039485222931297324,0.0,3.0,0.0,-1.5299563970602774,-0.2648785514236007,47.28927854311902,-36.85536072844049,0.007186974871180671,0.0,-0.005258320248685777,0.0008859749883413315,-0.005258320248685777,0.0008859749883413315,-0.005258320248685777,0.0008859749883413315,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.39696065869292235,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
180,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,12.270000457763672,0.4400005340576172,2.0,17.236153364191455,0.5119681763124089,0.55,0.5498859749883414,0.0,0.03450757016644095,0.040649072795418,0.0,0.0,0.0,17.236153364191455,19.459569728097495,47.30105092318229,-36.849474538408856,0.41139825327983026,0.0,0.11548933759331703,-0.00011402501165866852,0.11548933759331703,-0.00011402501165866852,0.11548933759331703,-0.00011402501165866852,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.496883704832189,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
181,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.90999984741211,-0.3600006103515625,2.0,-1.5311002498465323,0.5120666560471557,0.55,0.5492673093080521,0.0,0.03450757016644095,0.040633169967438536,0.0,3.0,0.0,-1.5311002498465323,-0.2658952838164701,46.43618115748907,-37.28190942125547,0.007132018932079581,0.0,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.49386896699698946,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
182,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.989999771118164,0.07999992370605469,2.0,8.526689659130374,0.5082532228572333,0.55,0.5492673093080521,0.0,0.03450757016644095,0.041248975566289654,0.0,0.0,0.0,8.526689659130374,10.296269612790491,46.447998725658685,-37.276000637170654,0.2216730514828974,0.0,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6117478119165275,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
183,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.960000038146973,-0.029999732971191406,2.0,5.97757507105262,0.5054382751391643,0.55,0.5492673093080521,0.0,0.03450757016644095,0.041703542482485007,0.0,0.0,0.0,5.97757507105262,7.600358838786371,45.990386742868,-37.504806628566,0.16525972876201142,0.0,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7091787924575087,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
184,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.979999542236328,0.01999950408935547,2.0,7.1392433467569125,0.502165705046893,0.55,0.5492673093080521,0.0,0.03450757016644095,0.04223200774858145,0.0,0.0,0.0,7.1392433467569125,8.835939249132743,45.65259301669971,-37.673703491650144,0.19354736862154923,0.0,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.8335341619310982,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
185,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.59000015258789,-0.3899993896484375,2.0,-2.1661632026270508,0.5024761314489286,0.55,0.5492673093080521,0.0,0.03450757016644095,0.04218187908318097,0.0,3.0,0.0,-2.1661632026270508,-0.8381512854961344,45.25988460562716,-37.870057697186425,0.022132294917480554,0.0,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.8211958052500935,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
186,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.609999656677246,0.01999950408935547,2.0,6.875724715785377,0.49930698657843336,0.55,0.5492673093080521,0.0,0.03450757016644095,0.04269364290796189,0.0,0.0,0.0,6.875724715785377,8.556691150337016,45.297135773871425,-37.851432113064284,0.18890137321381675,0.0,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.9518955965249601,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
187,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.699999809265137,0.09000015258789062,2.0,8.51081271004194,0.49549970790166337,0.55,0.5492673093080521,0.0,0.03450757016644095,0.043308454656004886,0.0,0.0,0.0,8.51081271004194,10.279652427279027,44.88218771833367,-38.02772053686267,0.22903634938187184,0.0,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.1236388999269569,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
188,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,11.140000343322754,-0.5599994659423828,2.0,-5.618123921039249,0.4970076811092426,0.55,0.5492673093080521,0.0,0.03450757016644095,0.04306494223612069,0.0,3.0,0.0,-5.618123921039249,-4.071527660463984,44.234950343282776,-38.180011683933465,0.1066402937267126,0.0,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.053667056093229,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
189,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,7.75,-3.390000343322754,2.0,-44.52467039356184,0.5011225052094896,0.55,0.5492673093080521,0.0,0.03450757016644095,0.042400467052468346,0.0,3.0,0.0,-13.039707465212516,-11.110025070666973,44.49130578857124,-38.1196927556303,0.29145106551327116,0.0,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,0.11548933759331703,-0.000732690691947937,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.8756837734065207,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
190,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,4.96999979019165,-2.7800002098083496,2.0,-23.038554182238062,0.5035628288318352,0.55,0.5502673093080521,0.0,0.03450757016644095,0.04200639565412307,0.0,3.0,0.0,-8.286278204027907,-6.588873780333099,45.134700625138755,-37.93264968743062,0.1736992758118975,0.0,-0.2754039689898491,0.000267309308052063,-0.2754039689898491,0.000267309308052063,-0.2754039689898491,0.000267309308052063,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7794492377674687,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
191,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,1.4700000286102295,-3.499999761581421,2.0,-8.777985661105602,0.5054229702354013,0.55,0.5510637451708317,0.0,0.03450757016644095,0.04170601396814051,0.0,3.0,0.0,-6.6327808287841625,-5.022381789628239,45.42753945982023,-37.78623027008989,0.1329156614388115,0.0,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7099680349195464,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
192,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.009999999776482582,-1.460000028833747,2.0,-0.0221330443563498,0.5050408886974104,0.55,0.5510637451708317,0.0,0.03450757016644095,0.04176771373803139,0.0,0.0,0.0,-0.0221330443563498,1.0316201525755282,45.65075642824815,-37.67462178587592,0.022598095481659395,0.0,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7237039789076314,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
193,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,-0.009999999776482582,2.0,0.0,0.5046519998085215,0.55,0.5510637451708317,0.0,0.03450757016644095,0.04183051278109359,0.0,0.0,0.0,0.0,1.05,45.60490664368925,-37.697546678155376,0.02302383838220833,0.0,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7380296629349985,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
194,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.5042631109196326,0.55,0.5510637451708317,0.0,0.03450757016644095,0.04189331182415579,0.0,0.0,0.0,0.0,1.05,45.55823997702258,-37.72088001148871,0.023047422387905466,0.0,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7525233118517551,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
195,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.699999988079071,0.699999988079071,2.0,1.287907054285617,0.5033158671924182,0.55,0.5510637451708317,0.0,0.03450757016644095,0.042046275823167695,0.0,0.0,0.0,1.287907054285617,2.5575580634789277,45.511573310355914,-37.74421334482204,0.05619577345828581,0.0,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7885356664134323,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
196,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,1.600000023841858,0.9000000357627869,2.0,3.559153178336668,0.5014517780648969,0.55,0.5510637451708317,0.0,0.03450757016644095,0.0423472950004588,0.0,0.0,0.0,3.559153178336668,5.033040644307331,45.39790406309018,-37.80104796845491,0.11086504428294389,0.0,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.8623141561235194,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
197,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,2.5799999237060547,0.9799998998641968,2.0,6.139624444139168,0.49857272964581517,0.55,0.5510637451708317,0.0,0.03450757016644095,0.042812213106411,0.0,0.0,0.0,6.139624444139168,7.773430731520705,45.17421336778763,-37.912893316106185,0.17207672590185497,0.0,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.9838457404418868,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
198,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,3.6600000858306885,1.0800001621246338,2.0,9.422390273693518,0.49441337904511196,0.55,0.5510637451708317,0.0,0.03450757016644095,0.043483878574227905,0.0,0.0,0.0,9.422390273693518,11.230246621898678,44.757364039788584,-38.057090814167395,0.25091394148938634,0.0,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.175683944751617,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
199,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,4.78000020980835,1.1200001239776611,2.0,12.691769367914606,0.49574104224105653,0.55,0.5510637451708317,0.0030856845479980428,0.037593254714438994,0.04635516774967509,1.0,1.0,17.790302319229383,-5.098532951314777,-3.584690629050349,44.05027443766903,-38.223464838195525,0.09378246174764038,0.0,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,-0.2754039689898491,0.0010637451708316802,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-3.5065978760856686,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
200,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,5.960000038146973,1.179999828338623,2.0,16.543048510619276,0.49699452790180315,0.55,0.5500637451708317,0.0013355224528405366,0.03892877716727953,0.04748827325969171,1.0,1.0,21.43209177429904,-4.889043263679763,-3.3844112840158704,44.27597718097961,-38.17035831035774,0.08866595530745885,0.0,-0.1295580044388771,6.374517083168022e-05,-0.1295580044388771,6.374517083168022e-05,-0.1295580044388771,6.374517083168022e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.0561403584349147,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
201,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,6.809999942779541,0.8499999046325684,2.0,14.622040639704942,0.4981861412643353,0.55,0.5493681560456753,0.0011904293172672936,0.040119206484546824,0.048486276974157756,1.0,1.0,19.335667172653437,-4.713626532948496,-3.217356078836823,44.48906974330654,-38.120218883927876,0.08440025196689818,0.0,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-1.8937155386097666,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
202,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,4.179999828338623,-2.630000114440918,2.0,-18.233471733005242,0.5001796107734044,0.55,0.5493681560456753,9.772727272727273e-05,0.040216933757274094,0.048262092304631035,1.0,3.0,0.0,-7.01473259297976,-5.38236767448665,44.691644014937,-38.07255434942659,0.14137133077774997,0.0,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.988079932885947,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
203,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.8399999737739563,-3.3399998545646667,2.0,-4.768838685060904,0.501390674713561,0.55,0.5493681560456753,9.772727272727273e-05,0.040314661030001364,0.048164253031998096,1.0,3.0,0.0,-4.768838685060904,-3.269872638422891,45.021553292808534,-37.98922335359573,0.08607369010910282,0.0,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.9379941810597556,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
204,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.30000001192092896,-0.5399999618530273,2.0,-0.15541029734337033,0.5010497321266227,0.55,0.5493681560456753,0.0,0.040314661030001364,0.04821930955022378,0.0,3.0,0.0,-0.15541029734337033,0.9205449847334574,45.16688096562732,-37.916559517186336,0.02038097307259286,0.0,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.9586224391959284,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
205,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.33000001311302185,0.030000001192092896,2.0,0.18289538935295363,0.5005795678600996,0.55,0.5493681560456753,0.0,0.040314661030001364,0.04829523320570299,0.0,0.0,0.0,0.18289538935295363,1.2694435196123224,45.12596785519473,-37.937016072402635,0.028131108981104963,0.0,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.8980496379137094,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
206,old_latent_sac_adapter,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.05000000074505806,-0.2800000123679638,2.0,-0.0019491188359028167,0.5001912781718376,0.55,0.5493681560456753,0.0,0.040314661030001364,0.04835793548789841,0.0,0.0,0.0,-0.0019491188359028167,1.048382158307273,45.069548143211954,-37.96522592839403,0.02326143042250963,0.0,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,-0.1295580044388771,-0.0006318439543247223,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.9142769229696377,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
