time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
37,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,3.869999885559082,-4.5,0.0,-35.745695925417465,0.522858046749808,0.55,0.55,0.0,0.0394988768556956,0.04388184777528403,0.0,3.0,0.0,-6.3723985538694095,-4.777617264210532,47.530627064900926,-36.73468646754954,0.13005738509381193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.03465263029393367,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
38,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,5.449999809265137,1.5799999237060547,0.0,19.486810095913253,0.514777915532918,0.55,0.55,0.0,0.0394988768556956,0.04518665365360957,0.0,0.0,0.0,19.486810095913253,21.816354285603005,47.742965609976956,-36.628517195011526,0.45695431791618724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.06992414460815076,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
39,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,7.0,1.5500001907348633,0.0,24.63082370133537,0.5046842103708473,0.55,0.55,0.0,0.0394988768556956,0.04681661800394395,0.0,0.0,0.0,24.63082370133537,27.253003937590822,46.77334986395016,-37.11332506802492,0.5826609386939732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.15429621710996685,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
40,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.520000457763672,1.5200004577636719,0.0,29.510207997272715,0.4926679739653025,0.55,0.55,0.0,0.0394988768556956,0.04875703895460011,0.0,0.0,0.0,29.510207997272715,32.44383829497097,45.56210524450168,-37.71894737774916,0.7120794379642107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3250735106535513,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
41,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,10.039999961853027,1.5199995040893555,0.0,34.895173949401084,0.4940174193448031,0.55,0.55,0.00466343746727375,0.044162314322969354,0.05320256359145212,1.0,1.0,40.055056292523865,-5.159882343122781,-3.6435025246516517,43.753555574101426,-38.2932810413879,0.09514730588673519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.43403823143687825,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
42,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,8.40999984741211,-1.630000114440918,0.0,-27.212235960319376,0.4985541534906135,0.55,0.55,9.772727272727273e-05,0.044260041595696624,0.0525676842736478,1.0,3.0,0.0,-14.243592753864633,-12.249182193688101,43.98296128861652,-38.23930322620787,0.32032963888559934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2266896310248295,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
43,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,4.190000057220459,-4.21999979019165,0.0,-36.25324170230784,0.5005514880655043,0.55,0.55,9.772727272727273e-05,0.044357768868423894,0.052342875460716864,1.0,3.0,0.0,-7.025787312908995,-5.392803352205287,44.75420609340429,-38.05783386037546,0.14170021793647308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.19683959634507567,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
44,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,5.639999866485596,1.4499998092651367,0.0,18.580990293102634,0.5016506565123043,0.55,0.55,0.0014485988915748462,0.04580636775999874,0.0536139770552606,1.0,1.0,23.03135636720725,-4.450366074104615,-2.9677548063601744,45.06617856786052,-37.96691071606974,0.07816687611362735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.20887690410241377,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
45,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,7.369999885559082,1.7300000190734863,0.0,28.82660563691524,0.5027152146083359,0.55,0.55,0.0021753317589208168,0.047981699518919556,0.05561740050920025,1.0,1.0,33.17804655080785,-4.35144091389261,-2.874306859285131,45.19807878147652,-37.90096060926174,0.07583730895155058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.21041946724280447,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
46,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,9.34000015258789,1.9700002670288086,0.0,41.52425572610726,0.5037463186005652,0.55,0.55,0.0030804416805532892,0.051062141199472846,0.058531336162300246,1.0,1.0,45.77988641135703,-4.25563068524977,-2.7839807790190276,45.32582575300031,-37.83708712349985,0.07357809468609844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2165141520636557,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
47,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,10.489999771118164,1.1499996185302734,0.0,28.082284698075735,0.5047450821277774,0.55,0.55,0.002110164309700924,0.05317230550917377,0.060480216888061406,1.0,1.0,32.245116024024874,-4.1628313259491385,-2.696661523473024,45.44955823206782,-37.77522088396609,0.07138704845052639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.18601840360620403,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
48,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,12.069999694824219,1.5799999237060547,0.0,43.75139326260669,0.5057125780266248,0.55,0.55,0.003231784750554166,0.05640409025972794,0.06355576725303613,1.0,1.0,47.82433587110673,-4.072942608500043,-2.612238926888259,45.569409855333284,-37.71529507233336,0.06926205726027866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.19821516294958177,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
49,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,13.220000267028809,1.1500005722045898,0.0,35.75398023990232,0.5066498400474645,0.55,0.55,0.0026407628434739956,0.059044853103201934,0.06604517797592,1.0,1.0,39.739848217506086,-3.9858679776037675,-2.530607456267001,45.68550936319498,-37.65724531840251,0.06720107737222968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.17695506526095725,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
50,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,15.199999809265137,1.9799995422363281,0.0,68.83463813777684,0.5069599953891164,0.55,0.55,0.005042613636363637,0.06408746673956557,0.07103770671859583,1.0,1.0,71.0,-2.1653618622231647,-0.8374194224600453,45.79798080569574,-37.60100959715213,0.02227119514693751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.22130504485911093,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
51,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,16.940000534057617,1.7400007247924805,0.0,68.29887026725976,0.507453420325713,0.55,0.55,0.005042613636363637,0.06913008037592921,0.07600064049079615,1.0,1.0,71.0,-2.7011297327402417,-1.3322473288108114,45.83519944669397,-37.58240027665302,0.03544870255768181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2168204938630918,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
52,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,18.829999923706055,1.8899993896484375,0.0,82.58541666277053,0.5024552732464419,0.55,0.55,0.005042613636363637,0.07417269401229284,0.08185037117943442,1.0,1.0,71.0,11.585416662770527,13.49499711403171,45.894410439085554,-37.552794780457226,0.29404445955228614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2751208594109122,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
53,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,20.0,1.1700000762939453,0.0,56.87082415189349,0.503494539951984,0.55,0.55,0.0042508815898871285,0.07842357560217997,0.08593342860036438,1.0,1.0,61.14984955971372,-4.279025407820235,-2.8060201049635864,45.29463278957303,-37.852683605213485,0.07413001768194609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.24280265634021173,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
54,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,21.239999771118164,1.239999771118164,0.0,64.08264505149835,0.5045011948291142,0.55,0.55,0.004819613605961359,0.08324318920814133,0.09059048430152601,1.0,1.0,68.26813645581979,-4.185491404321439,-2.717968168251521,45.41934479423808,-37.79032760288096,0.07192232353244579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.24286639630224469,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
55,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,22.809999465942383,1.5699996948242188,0.0,85.81500689042987,0.4982373829098568,0.55,0.55,0.005042613636363637,0.08828580284450496,0.09664459866647786,1.0,1.0,71.0,14.81500689042987,16.91229218199487,45.5401433794937,-37.72992831025315,0.3713710789415371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3319472358703712,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
56,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,24.260000228881836,1.4500007629394531,0.0,85.65917418633582,0.49203445163073534,0.55,0.55,0.005042613636363637,0.09332841648086859,0.10268888182758,1.0,1.0,71.0,14.659174186335818,16.74791445362801,44.70035509467566,-38.070504683605726,0.37467072505701154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4306787396517456,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
57,map_rule_zero_offset,C08_high_mass_stress_high_mass,high_mass_stress,suburban arterial congested normal seed44,data/drive_cycles/sumo/osm_custom_suburban_arterial/cfef57d4ffb59267.csv,25.889999389648438,1.6299991607666016,0.0,102.42037545767441,0.4792655881722348,0.55,0.55,0.005042613636363637,0.09837103011723222,0.10979345307984982,1.0,1.0,71.0,31.42037545767441,34.4759313379515,43.645856777225006,-38.31862193477059,0.789901582501217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5178529942454783,"C08_high_mass_stress_high_mass | High-mass stress | High mass | suburban arterial congested normal seed44 | SOC 0.55, mass 1.30, grade 0.0%",suburban arterial congested normal seed44,cfef57d4ffb59267,custom_suburban_arterial_congested_normal_seed44
