time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
201,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,3.0899999141693115,0.679999828338623,0.0,3.841655987964107,0.4082768578623632,0.55,0.5510869665443898,0.0,0.00837277899588109,0.03125869309705451,0.0,0.0,0.0,3.841655987964107,5.336404594629235,29.743061681448765,-41.589867839659114,0.179416788082635,0.0,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.667701261130105,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
202,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,3.7100000381469727,0.6200001239776611,0.0,4.247738056258299,0.4061400703961311,0.55,0.5510869665443898,0.0,0.00837277899588109,0.03160374848932883,0.0,0.0,0.0,4.247738056258299,5.76932615882664,29.407065836601735,-41.66892568550547,0.19618843276930414,0.0,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.7018915922760756,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
203,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,4.489999771118164,0.7799997329711914,0.0,6.351538250421992,0.4031773261895832,0.55,0.5510869665443898,0.0,0.00837277899588109,0.03208218206335271,0.0,0.0,0.0,6.351538250421992,7.999409357679401,29.043811967342283,-41.754397184154755,0.27542560069849553,0.0,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.749304419913637,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
204,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.210000038146973,0.7200002670288086,0.0,6.863970023412315,0.40001280000763967,0.55,0.5510869665443898,0.0,0.00837277899588109,0.032593200047278996,0.0,0.0,0.0,6.863970023412315,8.544220691247423,28.540145452229137,-41.87290695241667,0.29937551318891664,0.0,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.799939018070068,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
205,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.860000133514404,0.6500000953674316,0.0,7.053856065982516,0.3967737179542927,0.55,0.5510869665443898,0.0,0.00837277899588109,0.03311625755589363,0.0,0.0,0.0,7.053856065982516,8.745521544036736,28.00217600129874,-41.999487999694416,0.3123157837316328,0.0,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.8517651361270304,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
206,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.889999866485596,0.029999732971191406,0.0,0.9983018396166051,0.4011857921530046,0.55,0.5510869665443898,0.002893751730813135,0.011266530726694226,0.03529753319002483,1.0,2.0,14.886494212725344,-13.888192373108739,-11.912600336522035,27.483794872686833,-42.09678846137122,0.2829812147654269,0.0,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-5.031498415372662,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
207,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.369999885559082,0.48000001907348633,0.0,5.877951160271825,0.40545869096428333,0.55,0.5510869665443898,0.0011927129209209869,0.012459243647615213,0.03580024450864602,1.0,1.0,19.369056855496495,-13.491105695224672,-11.536826790452587,28.201584666010778,-41.952568313879816,0.2749969132792206,0.0,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-3.607351423878906,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
208,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.849999904632568,-0.5199999809265137,0.0,-4.204259742515025,0.4064718846656832,0.55,0.5510869665443898,9.772727272727273e-05,0.012556970920342485,0.03573435796595585,1.0,3.0,0.0,-4.204259742515025,-2.7356229937795806,28.927977463928162,-41.78165236142867,0.0654742653573225,0.0,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.7698658836960366,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
209,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.440000057220459,0.5900001525878906,0.0,7.126868882971816,0.4105781857547801,0.55,0.5510869665443898,0.001245837125111222,0.013802808045453707,0.036317096230985633,1.0,1.0,20.142226252055412,-13.015357369083596,-11.087012940561676,29.100220393166136,-41.741124613372676,0.26561366142515747,0.0,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,-0.0028339652926661074,0.0010869665443897247,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-3.5652808611182345,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
210,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.059999942779541,-0.38000011444091797,0.0,-2.989611595396223,0.4111719849994285,0.55,0.5500869665443898,9.772727272727273e-05,0.013900535318180978,0.036318934869708684,1.0,3.0,0.0,-2.989611595396223,-1.6032579605505484,29.798291578312615,-41.5768725698088,0.038561292888459345,0.0,-0.17421644926071167,8.696654438972466e-05,-0.17421644926071167,8.696654438972466e-05,-0.17421644926071167,8.696654438972466e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.694931131379946,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
211,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.300000190734863,0.24000024795532227,0.0,3.28841718177033,0.4150931466787886,0.55,0.5499066424649209,0.0009517849697979922,0.014852320287978971,0.03663751789367699,1.0,1.0,15.77453635366465,-12.486119171894321,-10.58713653427234,29.899237449902838,-41.553120600022865,0.25478559447269317,0.0,-0.17421644926071167,-9.33575350791216e-05,-0.17421644926071167,-9.33575350791216e-05,-0.17421644926071167,-9.33575350791216e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-3.2724942017531693,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
212,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.900000095367432,-0.40000009536743164,0.0,-3.104352977811266,0.41572719854440954,0.55,0.5499066424649209,0.0,0.014852320287978971,0.03653512913547265,0.0,3.0,0.0,-3.104352977811266,-1.711940037176537,30.565834935394058,-41.396274132848454,0.041354930438488216,0.0,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6284390789528587,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
213,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.329999923706055,0.42999982833862305,0.0,5.311635431179632,0.41317657617632825,0.55,0.5499066424649209,0.0,0.014852320287978971,0.03694701193414607,0.0,0.0,0.0,5.311635431179632,6.88668039381946,30.673623752549616,-41.37091205822362,0.22451473126800134,0.0,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.5892697358035854,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
214,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.949999809265137,-0.38000011444091797,0.0,-2.9385498858077783,0.4137525226756363,0.55,0.5499066424649209,0.0,0.014852320287978971,0.03685400621954489,0.0,3.0,0.0,-2.9385498858077783,-1.5550555481316273,30.240017949975798,-41.472936952946874,0.03749566976401782,0.0,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.580033265315274,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
215,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.46999979019165,0.5199999809265137,0.0,6.405526790716324,0.4107684789898652,0.55,0.5499066424649209,0.0,0.014852320287978971,0.037335879302773475,0.0,0.0,0.0,6.405526790716324,8.056917951582006,30.337928854858163,-41.44989909297455,0.26557244530856666,0.0,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6278039717372255,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
216,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.070000171661377,-0.39999961853027344,0.0,-3.1887592248706236,0.4114314804516409,0.55,0.5499066424649209,0.0,0.014852320287978971,0.03722881566959199,0.0,3.0,0.0,-3.1887592248706236,-1.7901039467944815,29.830641428277076,-41.56926084040539,0.043063165199572116,0.0,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.617170881092795,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
217,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.829999923706055,-0.24000024795532227,0.0,-1.574849552459342,0.41154437687469664,0.55,0.5499066424649209,0.0,0.014852320287978971,0.03721058478787844,0.0,3.0,0.0,-1.574849552459342,-0.30482034225051136,29.943351676778953,-41.54274078193436,0.0073375115968050955,0.0,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.615358597189485,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
218,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.880000114440918,0.05000019073486328,0.0,1.1925176354529243,0.41063739645979735,0.55,0.5499066424649209,0.0,0.014852320287978971,0.03735704693621744,0.0,0.0,0.0,1.1925176354529243,2.448847120228019,29.962544068698424,-41.53822492501214,0.08173028013286447,0.0,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6298788599349856,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
219,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.440000057220459,0.559999942779541,0.0,6.804538054438428,0.4074962293139203,0.55,0.5499066424649209,0.0,0.014852320287978971,0.037864292826999026,0.0,0.0,0.0,6.804538054438428,8.481151293868006,29.808357398165548,-41.57450414160811,0.28452259816201575,0.0,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,-0.17421644926071167,-9.335753507912159e-05,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.680161663485712,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
220,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.039999961853027,-0.40000009536743164,0.0,-3.173898570698589,0.4081541606540213,0.55,0.5508080700039863,0.0,0.014852320287978971,0.03775804793356166,0.0,3.0,0.0,-3.173898570698589,-1.776414618272734,29.27435898336645,-41.70015082744319,0.042599716860104546,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6698661813058746,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
221,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.369999885559082,0.3299999237060547,0.0,4.283825175393887,0.4060031902174464,0.55,0.5508080700039863,0.0,0.014852320287978971,0.03810539363803249,0.0,0.0,0.0,4.283825175393887,5.807620178752209,29.38620731118362,-41.67383357383915,0.197630817657166,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.704104584697949,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
222,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,6.309999942779541,-0.059999942779541016,0.0,0.13575321707183613,0.4055539106229521,0.55,0.5508080700039863,0.0,0.014852320287978971,0.03817794476872236,0.0,0.0,0.0,0.13575321707183613,1.213054905134711,29.020542336965885,-41.759872391302146,0.04179987027980321,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.7112746799487635,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
223,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.880000114440918,-0.42999982833862305,0.0,-3.377037850629292,0.406281284732656,0.55,0.5508080700039863,0.0,0.014852320287978971,0.03806048603091132,0.0,3.0,0.0,-3.377037850629292,-1.9639100962006422,28.944164805901853,-41.77784357508192,0.04700841231001213,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6996396976142654,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
224,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,5.820000171661377,-0.059999942779541016,0.0,0.11052433752691775,0.40584320024250603,0.55,0.5508080700039863,0.0,0.014852320287978971,0.03813122933972741,0.0,0.0,0.0,0.11052433752691775,1.1828281234049187,29.067818404551517,-41.74874861069376,0.04069201571796349,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.7066459251287736,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
225,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,4.420000076293945,-1.4000000953674316,0.0,-9.435327772438354,0.40851274346233996,0.55,0.5508080700039863,0.0,0.014852320287978971,0.03770014281499346,0.0,3.0,0.0,-8.933500072506256,-7.207766693551604,28.99334404122602,-41.76627199029976,0.17257385804568845,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6639573333657114,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
226,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,1.7999999523162842,-2.620000123977661,0.0,-7.3730528855847615,0.41063166988196664,0.55,0.5508080700039863,0.0,0.014852320287978971,0.03735797168263747,0.0,3.0,0.0,-7.3730528855847615,-5.721101332992091,29.44716638859779,-41.659490261506406,0.1373300848637224,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6300485639902424,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
227,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,0.25,-1.5499999523162842,0.0,-0.5957437471485018,0.41042844488723157,0.55,0.5508080700039863,0.0,0.014852320287978971,0.0373907891159978,0.0,3.0,0.0,-0.5957437471485018,0.5487074857846947,29.807383879934328,-41.57473320472133,0.01840844161282039,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6332794743306143,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
228,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,0.14000000059604645,-0.10999999940395355,0.0,-0.010595278028611748,0.4100428138648643,0.55,0.5508080700039863,0.0,0.014852320287978971,0.037453062068174336,0.0,0.0,0.0,-0.010595278028611748,1.0412037603917041,29.772835630829363,-41.58286220451074,0.03497160207721538,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6394515406735897,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
229,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,0.019999999552965164,-0.12000000104308128,0.0,-0.001834227732573903,0.40965448885513017,0.55,0.5508080700039863,0.0,0.014852320287978971,0.037515770054196,0.0,0.0,0.0,-0.001834227732573903,1.0484775262821295,29.707278357026926,-41.598287445405425,0.035293624467423616,0.0,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,-0.154772087931633,0.0008080700039863587,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6456647699243985,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
230,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,0.0,-0.019999999552965164,0.0,0.0,0.4092655999662413,0.55,0.5508573724329472,0.0,0.014852320287978971,0.037578569097258194,0.0,0.0,0.0,0.0,1.05,29.641263105372126,-41.613820445794794,0.03542359164207479,0.0,-0.14112195745110512,0.0008573724329471588,-0.14112195745110512,0.0008573724329471588,-0.14112195745110512,0.0008573724329471588,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.6519063390086974,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
231,old_latent_sac_adapter,C12_wet_weather_wet_friction,weather_wet,freeway corridor / wet,data/drive_cycles/sumo_weather/profiles/wet/osm_custom_freeway_corridor/57da69baf0315620.csv,0.0,0.0,0.0,0.0,0.4088767110773524,0.55,0.5508573724329472,0.0,0.014852320287978971,0.037641368140320396,0.0,0.0,0.0,0.0,1.05,29.575151994261017,-41.62937600135035,0.03550277612110835,0.0,-0.14112195745110512,0.0008573724329471588,-0.14112195745110512,0.0008573724329471588,-0.14112195745110512,0.0008573724329471588,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-2.65810960065814,"C12_wet_weather_wet_friction | Wet weather | Wet friction | freeway corridor / wet | SOC 0.55, mass 1.00, grade 0.0%",freeway corridor / wet,57da69baf0315620,SUMO weather wet 57da69baf0315620
