time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward
10,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6456814553975234,0.55,0.55,0.0,0.0,-0.015450952725676622,0.0,0.0,0.0,0.0,1.05,57.0,-28.314372457087014,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.8378573472320436
11,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6452925665086345,0.55,0.55,0.0,0.0,-0.015388153682614423,0.0,0.0,0.0,0.0,1.05,57.0,-28.345483568198123,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.8275069690373958
12,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6449036776197457,0.55,0.55,0.0,0.0,-0.015325354639552221,0.0,0.0,0.0,0.0,1.05,57.0,-28.376594679309235,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.8172700167686738
13,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6445147887308568,0.55,0.55,0.0,0.0,-0.015262555596490021,0.0,0.0,0.0,0.0,1.05,57.0,-28.407705790420344,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.8071464904258778
14,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6441258998419679,0.55,0.55,0.0,0.0,-0.015199756553427821,0.0,0.0,0.0,0.0,1.05,57.0,-28.438816901531457,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7971363900090077
15,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.643737010953079,0.55,0.55,0.0,0.0,-0.01513695751036562,0.0,0.0,0.0,0.0,1.05,57.0,-28.469928012642566,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7872397155180636
16,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6433481220641901,0.55,0.55,0.0,0.0,-0.01507415846730342,0.0,0.0,0.0,0.0,1.05,57.0,-28.501039123753678,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7774564669530453
17,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6429592331753012,0.55,0.55,0.0,0.0,-0.01501135942424122,0.0,0.0,0.0,0.0,1.05,57.0,-28.532150234864787,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.767786644313953
18,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6425703442864124,0.55,0.55,0.0,0.0,-0.014948560381179022,0.0,0.0,0.0,0.0,1.05,57.0,-28.5632613459759,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7582302476007865
19,map_rule_zero_offset,C01_nominal_bc8a04551c,meta_validation,bc8a04551cdd08b3,data/drive_cycles/sumo/osm_custom_mixed_arterial/bc8a04551cdd08b3.csv,0.0,0.0,2.0,0.0,0.6421814553975235,0.55,0.55,0.0,0.0,-0.014885761338116822,0.0,0.0,0.0,0.0,1.05,57.0,-28.594372457087008,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7487872768135461
