time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
63,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,7.309999942779541,0.440000057220459,0.0,6.297421423493223,0.5021382273803413,0.55,0.5507567381858827,0.0,0.0,0.007728874765136279,0.0,0.0,0.0,6.297421423493223,7.94173837745354,45.60955343575001,-37.695223282125,0.17412444935776525,0.0,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.17804078500558046,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
64,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,7.710000038146973,0.40000009536743164,0.0,6.147156682298623,0.49925620157606215,0.55,0.5507567381858827,0.0,0.0,0.008194273668937338,0.0,0.0,0.0,6.147156682298623,7.7814696715537535,45.256587285640954,-37.87170635717952,0.1719411501897021,0.0,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.21504812236438342,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
65,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,8.1899995803833,0.4799995422363281,0.0,7.649503840350872,0.49578400194385924,0.55,0.5507567381858827,0.0,0.0,0.008754975762654316,0.0,0.0,0.0,7.649503840350872,9.374939006947834,44.873554267930565,-38.02975193695752,0.208919020565477,0.0,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.26657387946496136,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
66,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,8.569999694824219,0.38000011444091797,0.0,6.597816985636649,0.49272417327497225,0.55,0.5507567381858827,0.0,0.0,0.009249086851529607,0.0,0.0,0.0,6.597816985636649,8.261537405994849,44.28328033045607,-38.16863992224563,0.1865610981016899,0.0,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.31630303838927215,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
67,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,9.0,0.43000030517578125,0.0,7.708500441389408,0.4892289463114506,0.55,0.5507567381858827,0.0,0.0,0.009813507473629397,0.0,0.0,0.0,7.708500441389408,9.43711280150851,43.76310945674528,-38.29103306900111,0.2156408198287645,0.0,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3658684840932241,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
68,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,9.619999885559082,0.619999885559082,0.0,11.336117510082625,0.4843288432011805,0.55,0.5507567381858827,0.0,0.0,0.010604792066795017,0.0,0.0,0.0,11.336117510082625,13.230278397729087,43.1689208729466,-38.43084214754197,0.30647693132445963,0.0,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3792235611990265,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
69,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,10.0,0.38000011444091797,0.0,7.81148288480511,0.4807934472387997,0.55,0.5507567381858827,0.0,0.0,0.011175699309523982,0.0,0.0,0.0,7.81148288480511,9.54556909842825,42.33590334420069,-38.62684627195278,0.22547219604175128,0.0,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,-1.6436710953712463,0.0007567381858825684,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.39747415034479455,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
70,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,10.270000457763672,0.2700004577636719,0.0,6.161508481465104,0.4779057488881235,0.55,0.5497567381858827,0.0,0.0,0.011642014234573369,0.0,0.0,0.0,6.161508481465104,7.796785546825776,41.734886030595945,-38.76826211044801,0.18681698426371485,0.0,-1.1436710953712463,-0.0002432618141174316,-1.1436710953712463,-0.0002432618141174316,-1.1436710953712463,-0.0002432618141174316,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4207869550922596,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
71,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,10.84000015258789,0.5699996948242188,0.0,11.984377080895586,0.4727508023325719,0.55,0.5493669664859773,0.0,0.0,0.012474451776438758,0.0,0.0,0.0,11.984377080895586,13.918355699989291,41.243977310980995,-38.883770044475064,0.3374639549198763,0.0,-0.6436710953712463,-0.0006330335140228272,-0.6436710953712463,-0.0006330335140228272,-0.6436710953712463,-0.0006330335140228272,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4792103440132704,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
72,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,11.359999656677246,0.5199995040893555,0.0,11.667315245027202,0.4677204571203443,0.55,0.5493669664859773,0.0,0.0,0.013286768287982682,0.0,0.0,0.0,11.667315245027202,13.581932073014467,40.36763639653722,-39.089967906697126,0.3364559653579207,0.0,-0.14367109537124634,-0.0006330335140228272,-0.14367109537124634,-0.0006330335140228272,-0.14367109537124634,-0.0006330335140228272,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5529081155761905,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
73,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,11.9399995803833,0.5799999237060547,0.0,13.526740462483358,0.46196052091355905,0.55,0.5493669664859773,0.0,0.0,0.014216901527116669,0.0,0.0,0.0,13.526740462483358,15.551827758320268,39.51247771045853,-39.29118171518623,0.393592825848121,0.0,0.35632890462875366,-0.0006330335140228272,0.35632890462875366,-0.0006330335140228272,0.35632890462875366,-0.0006330335140228272,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6625966153517745,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
74,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,12.300000190734863,0.3600006103515625,0.0,9.465566285315093,0.4577845596584726,0.55,0.5493669664859773,0.0,0.0,0.014891249337447615,0.0,0.0,0.0,9.465566285315093,11.275095388733407,38.533288555305035,-39.52157916345764,0.2926066217408563,0.0,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.7552585069580058,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
75,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,11.369999885559082,-0.9300003051757812,0.0,-15.200107766488976,0.4626572471182623,0.55,0.5493669664859773,0.0,0.0,0.014104391912720811,0.0,3.0,0.0,-15.200107766488976,-13.156256141432241,37.82337514194034,-39.688617613661094,0.3314868829521482,0.0,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6465066274954034,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
76,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,9.050000190734863,-2.3199996948242188,0.0,-32.42953851875238,0.46794583321395494,0.55,0.5493669664859773,0.0,0.0,0.01325037382310537,0.0,3.0,0.0,-16.38167888140821,-14.279182458370142,38.65173201010459,-39.49371011526951,0.36155586336897133,0.0,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5489908495752722,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
77,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,6.480000019073486,-2.570000171661377,0.0,-25.921456409109553,0.47155827911204273,0.55,0.5493669664859773,0.0,0.0,0.012667024306069662,0.0,3.0,0.0,-11.602355179881236,-9.753603924837003,39.55079164637234,-39.2821666714418,0.24829597629928823,0.0,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.49232216691784375,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
78,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,3.9000000953674316,-2.5799999237060547,0.0,-15.705953127562115,0.4735844655774821,0.55,0.5493669664859773,0.0,0.0,0.01233982912325349,0.0,3.0,0.0,-7.108276996049651,-5.470703456686377,40.16490744904726,-39.13766883551829,0.13978102476358004,0.0,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4641237696309146,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
79,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,1.3300000429153442,-2.5700000524520874,0.0,-5.342111880171957,0.4749971476977272,0.55,0.5493669664859773,0.0,0.0,0.01211170461818999,0.0,3.0,0.0,-5.342111880171957,-3.8142417246617892,40.50935914817196,-39.056621376900715,0.09765928516586048,0.0,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,0.6944143027067184,-0.0006330335140228272,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.44681711249820816,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
80,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.0,-1.3300000429153442,0.0,-0.0,0.47460825880883833,0.55,0.5503669664859773,0.0,0.0,0.01217450366125219,0.0,0.0,0.0,-0.0,1.05,40.74951510861362,-39.00011409209091,0.025767177773805,0.0,0.8677994906902313,0.0003669664859771728,0.8677994906902313,0.0003669664859771728,0.8677994906902313,0.0003669664859771728,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.45118429614833944,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
81,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.0,0.0,0.0,0.0,0.47421936991994945,0.55,0.5513669664859773,0.0,0.0,0.01223730270431439,0.0,0.0,0.0,0.0,1.05,40.683403997502516,-39.01566964764647,0.0258090498047916,0.0,0.8677994906902313,0.0013669664859771728,0.8677994906902313,0.0013669664859771728,0.8677994906902313,0.0013669664859771728,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4556834965827574,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
82,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.0,0.0,0.0,0.0,0.47383048103106057,0.55,0.5523669664859772,0.0,0.0,0.01230010174737659,0.0,0.0,0.0,0.0,1.05,40.617292886391404,-39.03122520320202,0.025851058142572488,0.0,0.8677994906902313,0.002366966485977173,0.8677994906902313,0.002366966485977173,0.8677994906902313,0.002366966485977173,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.46064289331906844,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
83,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.0,0.0,0.0,0.0,0.4734415921421717,0.55,0.5528322660923004,0.0,0.0,0.01236290079043879,0.0,0.0,0.0,0.0,1.05,40.5511817752803,-39.04678075875758,0.025893203453815797,0.0,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4652344856269963,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
84,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.0,0.0,0.0,0.0,0.4730527032532828,0.55,0.5528322660923004,0.0,0.0,0.01242569983350099,0.0,0.0,0.0,0.0,1.05,40.485070664169186,-39.062336314313136,0.025935486409544288,0.0,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.46984155445136516,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
85,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.0,0.0,0.0,0.0,0.4726638143643939,0.55,0.5528322660923004,0.0,0.0,0.01248849887656319,0.0,0.0,0.0,0.0,1.05,40.41895955305807,-39.07789186986869,0.025977907685170925,0.0,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.47484122896545383,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
86,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.0,0.0,0.0,0.0,0.47227492547550504,0.55,0.5528322660923004,0.0,0.0,0.01255129791962539,0.0,0.0,0.0,0.0,1.05,40.35284844194696,-39.093447425424245,0.026020467960534862,0.0,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4799543294054685,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
87,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.38999998569488525,0.38999998569488525,0.0,0.29462113094608483,0.4717554426347241,0.55,0.5528322660923004,0.0,0.0,0.012635185698938104,0.0,0.0,0.0,0.29462113094608483,1.4026036701086464,40.286737330835855,-39.109002980979795,0.03481551902777394,0.0,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4871024733319909,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
88,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.8199999928474426,0.4300000071525574,0.0,0.6743634521837555,0.47107017641547655,0.55,0.5528322660923004,0.0,0.0,0.012745844717596497,0.0,0.0,0.0,0.6743634521837555,1.8502187919682882,40.19842524790309,-39.12978229461104,0.04602714610231661,0.0,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4968343996881109,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
89,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,1.1399999856948853,0.3199999928474426,0.0,0.7286199584588627,0.4703614534185899,0.55,0.5528322660923004,0.0,0.0,0.012860291613026754,0.0,0.0,0.0,0.7286199584588627,1.9135520915938968,40.08192999063101,-39.15719294338094,0.047741016763443826,0.0,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,0.8677994906902313,0.002832266092300415,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5071100920913486,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
90,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,1.3600000143051147,0.2200000286102295,0.0,0.6426505494049028,0.46968992408350724,0.55,0.5519830632209778,0.0,0.0,0.012968732354936039,0.0,0.0,0.0,0.6426505494049028,1.8131292047232894,39.96144708116029,-39.185541863256404,0.04537196065600147,0.0,0.3677994906902313,0.001983063220977783,0.3677994906902313,0.001983063220977783,0.3677994906902313,0.001983063220977783,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5178846857618045,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
91,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,1.6399999856948853,0.2799999713897705,0.0,0.9397130251239821,0.46889047796201355,0.55,0.5519830632209778,0.0,0.0,0.01309782951570356,0.0,0.0,0.0,0.9397130251239821,2.1585045280329522,39.84728709419623,-39.21240303665971,0.05416942244851944,0.0,-0.13220050930976868,0.001983063220977783,-0.13220050930976868,0.001983063220977783,-0.13220050930976868,0.001983063220977783,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5296949915389053,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
92,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,1.8899999856948853,0.25,0.0,0.9890737847347104,0.4680699405210972,0.55,0.5519830632209778,0.0,0.0,0.013230332571353932,0.0,0.0,0.0,0.9890737847347104,2.2154510904742244,39.7113812535423,-39.24438088151946,0.05578881974236551,0.0,-0.345783993601799,0.001983063220977783,-0.345783993601799,0.001983063220977783,-0.345783993601799,0.001983063220977783,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5426018661452504,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
93,new_robust_adapter_no_gate,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,2.1700000762939453,0.28000009059906006,0.0,1.2452616947295272,0.4671406761608677,0.55,0.5519830632209778,0.0,0.0,0.01338039320368764,0.0,0.0,0.0,1.2452616947295272,2.5090137726196606,39.57188988858652,-39.277202379156115,0.06340394102186463,0.0,-0.345783993601799,0.001983063220977783,-0.345783993601799,0.001983063220977783,-0.345783993601799,0.001983063220977783,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5579000658623149,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
