time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
164,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.49466851471791873,0.55,0.55,0.0,0.006547600541676416,0.015482708810912035,0.0,0.0,0.0,0.0,1.05,44.159758613157294,-38.197703855727696,0.02377730388424621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2790863998445641,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
165,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.49427962582902985,0.55,0.55,0.0,0.006547600541676416,0.015545507853974235,0.0,0.0,0.0,0.0,1.05,44.09364750204618,-38.21325941128325,0.023812954007746228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2854177037878435,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
166,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.49389073694014096,0.55,0.55,0.0,0.006547600541676416,0.015608306897036435,0.0,0.0,0.0,0.0,1.05,44.02753639093507,-38.228814966838804,0.023848711194664685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2918296661673368,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
167,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4935018480512521,0.55,0.55,0.0,0.006547600541676416,0.015671105940098636,0.0,0.0,0.0,0.0,1.05,43.96142527982396,-38.24437052239436,0.02388457592802152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.2983222869830441,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
168,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4931129591623632,0.55,0.55,0.0,0.006547600541676416,0.015733904983160834,0.0,0.0,0.0,0.0,1.05,43.89531416871286,-38.25992607794991,0.023920548693746577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3048955662349654,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
169,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4927240702734743,0.55,0.55,0.0,0.006547600541676416,0.015796704026223032,0.0,0.0,0.0,0.0,1.05,43.829203057601745,-38.27548163350547,0.023956629980701596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.31154950392310066,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
170,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.49233518138458543,0.55,0.55,0.0,0.006547600541676416,0.015859503069285234,0.0,0.0,0.0,0.0,1.05,43.76309194649063,-38.29103718906103,0.023992820280702303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.31828410004744995,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
171,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.49194629249569655,0.55,0.55,0.0,0.006547600541676416,0.015922302112347436,0.0,0.0,0.0,0.0,1.05,43.69698083537952,-38.30659274461658,0.024029120088540794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3250993546080132,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
172,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.49155740360680766,0.55,0.55,0.0,0.006547600541676416,0.015985101155409638,0.0,0.0,0.0,0.0,1.05,43.630869724268415,-38.32214830017214,0.024065529902008068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3319952676047905,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
173,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4911685147179188,0.55,0.55,0.0,0.006547600541676416,0.016047900198471837,0.0,0.0,0.0,0.0,1.05,43.5647586131573,-38.337703855727696,0.024102050221916808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.33897183903778166,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
174,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4907796258290299,0.55,0.55,0.0,0.006547600541676416,0.016110699241534035,0.0,0.0,0.0,0.0,1.05,43.4986475020462,-38.35325941128325,0.024138681552124293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3460290689069869,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
175,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.490390736940141,0.55,0.55,0.0,0.006547600541676416,0.016173498284596237,0.0,0.0,0.0,0.0,1.05,43.432536390935084,-38.368814966838805,0.024175424399555636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3531669572124061,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
176,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.49000184805125213,0.55,0.55,0.0,0.006547600541676416,0.016236297327658435,0.0,0.0,0.0,0.0,1.05,43.36642527982397,-38.38437052239436,0.0242122792742271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.36038550395403934,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
177,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48961295916236325,0.55,0.55,0.0,0.006547600541676416,0.016299096370720634,0.0,0.0,0.0,0.0,1.05,43.30031416871286,-38.399926077949914,0.024249246689269744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3604761752287495,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
178,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48922407027347437,0.55,0.55,0.0,0.006547600541676416,0.016361895413782836,0.0,0.0,0.0,0.0,1.05,43.23420305760175,-38.41548163350547,0.024286327160953216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3606457751026898,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
179,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4888351813845855,0.55,0.55,0.0,0.006547600541676416,0.016424694456845038,0.0,0.0,0.0,0.0,1.05,43.16809194649064,-38.43103718906102,0.024323521208709804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3609288009025561,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
180,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4884462924956966,0.55,0.55,0.0,0.006547600541676416,0.016487493499907236,0.0,0.0,0.0,0.0,1.05,43.101980835379536,-38.44659274461658,0.024360829355158667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3613252526283483,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
181,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4880574036068077,0.55,0.55,0.0,0.006547600541676416,0.016550292542969434,0.0,0.0,0.0,0.0,1.05,43.03586972426842,-38.46214830017214,0.02439825212613033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3618351302800664,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
182,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48766851471791883,0.55,0.55,0.0,0.006547600541676416,0.016613091586031636,0.0,0.0,0.0,0.0,1.05,42.96975861315731,-38.47770385572769,0.02443579005069139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3624584338577105,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
183,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48727962582902995,0.55,0.55,0.0,0.006547600541676416,0.016675890629093835,0.0,0.0,0.0,0.0,1.05,42.9036475020462,-38.49325941128325,0.024473443661169426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.36319516336128044,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
184,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48689073694014107,0.55,0.55,0.0,0.006547600541676416,0.016738689672156033,0.0,0.0,0.0,0.0,1.05,42.83753639093509,-38.5088149668388,0.024511213493178193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.36404531879077634,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
185,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4865018480512522,0.55,0.55,0.0,0.006547600541676416,0.016801488715218235,0.0,0.0,0.0,0.0,1.05,42.77142527982398,-38.524370522394356,0.024549100085643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3650089001461982,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
186,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4861129591623633,0.55,0.55,0.0,0.006547600541676416,0.016864287758280437,0.0,0.0,0.0,0.0,1.05,42.705314168712874,-38.539926077949914,0.024587103980826346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.36608590742754593,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
187,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4857240702734744,0.55,0.55,0.0,0.006547600541676416,0.016927086801342636,0.0,0.0,0.0,0.0,1.05,42.63920305760176,-38.555481633505465,0.0246252257243538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.36727634063481956,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
188,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48533518138458553,0.55,0.55,0.0,0.006547600541676416,0.016989885844404834,0.0,0.0,0.0,0.0,1.05,42.57309194649065,-38.57103718906102,0.024663465865240094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.36858019976801915,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
189,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48494629249569665,0.55,0.55,0.0,0.006547600541676416,0.017052684887467036,0.0,0.0,0.0,0.0,1.05,42.50698083537954,-38.58659274461658,0.024701824955915497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3699974848271447,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
190,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48455740360680777,0.55,0.55,0.0,0.006547600541676416,0.017115483930529234,0.0,0.0,0.0,0.0,1.05,42.44086972426843,-38.60214830017213,0.02474030355225241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3715281958121961,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
191,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4841685147179189,0.55,0.55,0.0,0.006547600541676416,0.017178282973591436,0.0,0.0,0.0,0.0,1.05,42.37475861315732,-38.61770385572769,0.024778902213592226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.37317233272317346,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
192,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48377962582903,0.55,0.55,0.0,0.006547600541676416,0.017241082016653635,0.0,0.0,0.0,0.0,1.05,42.30864750204621,-38.63325941128325,0.024817621502772405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3749298955600767,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
193,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4833907369401411,0.55,0.55,0.0,0.006547600541676416,0.017303881059715837,0.0,0.0,0.0,0.0,1.05,42.2425363909351,-38.6488149668388,0.024856461986153874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3768008843229059,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
194,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48300184805125224,0.55,0.55,0.0,0.006547600541676416,0.01736668010277804,0.0,0.0,0.0,0.0,1.05,42.17642527982399,-38.66437052239436,0.02489542423364861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.378785299011661,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
195,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48261295916236335,0.55,0.55,0.0,0.006547600541676416,0.017429479145840237,0.0,0.0,0.0,0.0,1.05,42.11031416871288,-38.67992607794991,0.024934508818747522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.38088313962634207,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
196,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.48222407027347447,0.55,0.55,0.0,0.006547600541676416,0.017492278188902435,0.0,0.0,0.0,0.0,1.05,42.04420305760177,-38.695481633505466,0.024973716318548594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.383094406166949,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
197,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4818351813845856,0.55,0.55,0.0,0.006547600541676416,0.017555077231964637,0.0,0.0,0.0,0.0,1.05,41.97809194649066,-38.711037189061024,0.02501304731378529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3854190986334819,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
198,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4814462924956967,0.55,0.55,0.0,0.006547600541676416,0.017617876275026836,0.0,0.0,0.0,0.0,1.05,41.91198083537955,-38.726592744616575,0.02505250238885521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.3878572170259408,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
199,map_rule_zero_offset,C03_heldout_nominal,heldout_evaluation,suburban arterial congested normal seed46,data/drive_cycles/sumo/osm_custom_suburban_arterial/e85b8857ed7397c3.csv,0.0,0.0,0.0,0.0,0.4810574036068078,0.55,0.55,0.0,0.006547600541676416,0.017680675318089034,0.0,0.0,0.0,0.0,1.05,41.84586972426844,-38.74214830017213,0.025092082131849068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.39040876134432545,"C03_heldout_nominal | Heldout | Nominal | suburban arterial congested normal seed46 | SOC 0.55, mass 1.00, grade 0.0%",suburban arterial congested normal seed46,e85b8857ed7397c3,custom_suburban_arterial_congested_normal_seed46
