split,task_idx,task_key,stage,time_s,P_eng_target_kw
heldout_evaluation,8,heldout_evaluation:008,112,112,15.0
heldout_evaluation,8,heldout_evaluation:008,113,113,5.0
heldout_evaluation,8,heldout_evaluation:008,114,114,5.0
heldout_evaluation,8,heldout_evaluation:008,115,115,35.0
heldout_evaluation,8,heldout_evaluation:008,116,116,5.0
heldout_evaluation,8,heldout_evaluation:008,117,117,5.0
heldout_evaluation,8,heldout_evaluation:008,118,118,15.0
heldout_evaluation,8,heldout_evaluation:008,119,119,35.0
heldout_evaluation,8,heldout_evaluation:008,120,120,5.0
heldout_evaluation,8,heldout_evaluation:008,121,121,25.0
heldout_evaluation,8,heldout_evaluation:008,122,122,5.0
heldout_evaluation,8,heldout_evaluation:008,123,123,30.0
heldout_evaluation,8,heldout_evaluation:008,124,124,0.0
heldout_evaluation,8,heldout_evaluation:008,125,125,0.0
heldout_evaluation,8,heldout_evaluation:008,126,126,0.0
heldout_evaluation,8,heldout_evaluation:008,127,127,0.0
heldout_evaluation,8,heldout_evaluation:008,128,128,0.0
heldout_evaluation,8,heldout_evaluation:008,129,129,0.0
heldout_evaluation,8,heldout_evaluation:008,130,130,0.0
heldout_evaluation,8,heldout_evaluation:008,131,131,0.0
heldout_evaluation,8,heldout_evaluation:008,132,132,0.0
heldout_evaluation,8,heldout_evaluation:008,133,133,0.0
heldout_evaluation,8,heldout_evaluation:008,134,134,0.0
heldout_evaluation,8,heldout_evaluation:008,135,135,0.0
heldout_evaluation,8,heldout_evaluation:008,136,136,0.0
heldout_evaluation,8,heldout_evaluation:008,137,137,0.0
heldout_evaluation,8,heldout_evaluation:008,138,138,0.0
heldout_evaluation,8,heldout_evaluation:008,139,139,0.0
heldout_evaluation,8,heldout_evaluation:008,140,140,0.0
heldout_evaluation,8,heldout_evaluation:008,141,141,0.0
heldout_evaluation,8,heldout_evaluation:008,142,142,0.0
heldout_evaluation,8,heldout_evaluation:008,143,143,0.0
heldout_evaluation,8,heldout_evaluation:008,144,144,0.0
heldout_evaluation,8,heldout_evaluation:008,145,145,0.0
heldout_evaluation,8,heldout_evaluation:008,146,146,0.0
heldout_evaluation,8,heldout_evaluation:008,147,147,0.0
heldout_evaluation,8,heldout_evaluation:008,148,148,0.0
heldout_evaluation,8,heldout_evaluation:008,149,149,0.0
heldout_evaluation,8,heldout_evaluation:008,150,150,0.0
heldout_evaluation,8,heldout_evaluation:008,151,151,0.0
heldout_evaluation,8,heldout_evaluation:008,152,152,0.0
heldout_evaluation,8,heldout_evaluation:008,153,153,0.0
heldout_evaluation,8,heldout_evaluation:008,154,154,0.0
heldout_evaluation,8,heldout_evaluation:008,155,155,0.0
heldout_evaluation,8,heldout_evaluation:008,156,156,0.0
heldout_evaluation,8,heldout_evaluation:008,157,157,0.0
heldout_evaluation,8,heldout_evaluation:008,158,158,0.0
heldout_evaluation,8,heldout_evaluation:008,159,159,0.0
heldout_evaluation,8,heldout_evaluation:008,160,160,0.0
heldout_evaluation,8,heldout_evaluation:008,161,161,0.0
heldout_evaluation,8,heldout_evaluation:008,162,162,0.0
heldout_evaluation,8,heldout_evaluation:008,163,163,0.0
heldout_evaluation,8,heldout_evaluation:008,164,164,0.0
heldout_evaluation,8,heldout_evaluation:008,165,165,0.0
heldout_evaluation,8,heldout_evaluation:008,166,166,0.0
heldout_evaluation,8,heldout_evaluation:008,167,167,0.0
heldout_evaluation,8,heldout_evaluation:008,168,168,0.0
heldout_evaluation,8,heldout_evaluation:008,169,169,0.0
heldout_evaluation,8,heldout_evaluation:008,170,170,0.0
heldout_evaluation,8,heldout_evaluation:008,171,171,0.0
heldout_evaluation,8,heldout_evaluation:008,172,172,0.0
heldout_evaluation,8,heldout_evaluation:008,173,173,0.0
heldout_evaluation,8,heldout_evaluation:008,174,174,0.0
heldout_evaluation,8,heldout_evaluation:008,175,175,0.0
heldout_evaluation,8,heldout_evaluation:008,176,176,0.0
heldout_evaluation,8,heldout_evaluation:008,177,177,0.0
heldout_evaluation,8,heldout_evaluation:008,178,178,0.0
heldout_evaluation,8,heldout_evaluation:008,179,179,15.0
heldout_evaluation,8,heldout_evaluation:008,180,180,35.0
heldout_evaluation,8,heldout_evaluation:008,181,181,45.0
heldout_evaluation,8,heldout_evaluation:008,182,182,30.0
heldout_evaluation,8,heldout_evaluation:008,183,183,35.0
heldout_evaluation,8,heldout_evaluation:008,184,184,55.0
heldout_evaluation,8,heldout_evaluation:008,185,185,55.0
heldout_evaluation,8,heldout_evaluation:008,186,186,55.0
heldout_evaluation,8,heldout_evaluation:008,187,187,70.0
heldout_evaluation,8,heldout_evaluation:008,188,188,15.0
heldout_evaluation,8,heldout_evaluation:008,189,189,30.0
heldout_evaluation,8,heldout_evaluation:008,190,190,20.0
heldout_evaluation,8,heldout_evaluation:008,191,191,25.0
heldout_evaluation,8,heldout_evaluation:008,192,192,5.0
heldout_evaluation,8,heldout_evaluation:008,193,193,10.0
heldout_evaluation,8,heldout_evaluation:008,194,194,35.0
heldout_evaluation,8,heldout_evaluation:008,195,195,25.0
heldout_evaluation,8,heldout_evaluation:008,196,196,5.0
heldout_evaluation,8,heldout_evaluation:008,197,197,30.0
heldout_evaluation,8,heldout_evaluation:008,198,198,5.0
heldout_evaluation,8,heldout_evaluation:008,199,199,10.0
heldout_evaluation,8,heldout_evaluation:008,200,200,30.0
heldout_evaluation,8,heldout_evaluation:008,201,201,5.0
heldout_evaluation,8,heldout_evaluation:008,202,202,5.0
heldout_evaluation,8,heldout_evaluation:008,203,203,70.0
heldout_evaluation,8,heldout_evaluation:008,204,204,70.0
heldout_evaluation,8,heldout_evaluation:008,205,205,70.0
heldout_evaluation,8,heldout_evaluation:008,206,206,70.0
heldout_evaluation,8,heldout_evaluation:008,207,207,5.0
heldout_evaluation,8,heldout_evaluation:008,208,208,35.0
heldout_evaluation,8,heldout_evaluation:008,209,209,15.0
heldout_evaluation,8,heldout_evaluation:008,210,210,30.0
heldout_evaluation,8,heldout_evaluation:008,211,211,15.0
heldout_evaluation,8,heldout_evaluation:008,212,212,15.0
heldout_evaluation,8,heldout_evaluation:008,213,213,5.0
heldout_evaluation,8,heldout_evaluation:008,214,214,45.0
heldout_evaluation,8,heldout_evaluation:008,215,215,30.0
heldout_evaluation,8,heldout_evaluation:008,216,216,15.0
heldout_evaluation,8,heldout_evaluation:008,217,217,5.0
heldout_evaluation,8,heldout_evaluation:008,218,218,5.0
heldout_evaluation,8,heldout_evaluation:008,219,219,0.0
heldout_evaluation,8,heldout_evaluation:008,220,220,0.0
heldout_evaluation,8,heldout_evaluation:008,221,221,0.0
heldout_evaluation,8,heldout_evaluation:008,222,222,0.0
heldout_evaluation,8,heldout_evaluation:008,223,223,0.0
heldout_evaluation,8,heldout_evaluation:008,224,224,5.0
heldout_evaluation,8,heldout_evaluation:008,225,225,0.0
heldout_evaluation,8,heldout_evaluation:008,226,226,0.0
heldout_evaluation,8,heldout_evaluation:008,227,227,0.0
heldout_evaluation,8,heldout_evaluation:008,228,228,0.0
heldout_evaluation,8,heldout_evaluation:008,229,229,0.0
heldout_evaluation,8,heldout_evaluation:008,230,230,0.0
heldout_evaluation,8,heldout_evaluation:008,231,231,0.0
heldout_evaluation,8,heldout_evaluation:008,232,232,0.0
heldout_evaluation,8,heldout_evaluation:008,233,233,0.0
heldout_evaluation,8,heldout_evaluation:008,234,234,0.0
heldout_evaluation,8,heldout_evaluation:008,235,235,0.0
heldout_evaluation,8,heldout_evaluation:008,236,236,0.0
heldout_evaluation,8,heldout_evaluation:008,237,237,0.0
heldout_evaluation,8,heldout_evaluation:008,238,238,0.0
heldout_evaluation,8,heldout_evaluation:008,239,239,0.0
heldout_evaluation,9,heldout_evaluation:009,0,0,0.0
heldout_evaluation,9,heldout_evaluation:009,1,1,0.0
heldout_evaluation,9,heldout_evaluation:009,2,2,0.0
heldout_evaluation,9,heldout_evaluation:009,3,3,0.0
heldout_evaluation,9,heldout_evaluation:009,4,4,0.0
heldout_evaluation,9,heldout_evaluation:009,5,5,0.0
heldout_evaluation,9,heldout_evaluation:009,6,6,0.0
heldout_evaluation,9,heldout_evaluation:009,7,7,0.0
heldout_evaluation,9,heldout_evaluation:009,8,8,0.0
heldout_evaluation,9,heldout_evaluation:009,9,9,0.0
heldout_evaluation,9,heldout_evaluation:009,10,10,0.0
heldout_evaluation,9,heldout_evaluation:009,11,11,0.0
heldout_evaluation,9,heldout_evaluation:009,12,12,0.0
heldout_evaluation,9,heldout_evaluation:009,13,13,0.0
heldout_evaluation,9,heldout_evaluation:009,14,14,0.0
heldout_evaluation,9,heldout_evaluation:009,15,15,0.0
heldout_evaluation,9,heldout_evaluation:009,16,16,15.0
heldout_evaluation,9,heldout_evaluation:009,17,17,25.0
heldout_evaluation,9,heldout_evaluation:009,18,18,60.0
heldout_evaluation,9,heldout_evaluation:009,19,19,45.0
heldout_evaluation,9,heldout_evaluation:009,20,20,50.0
heldout_evaluation,9,heldout_evaluation:009,21,21,70.0
heldout_evaluation,9,heldout_evaluation:009,22,22,55.0
heldout_evaluation,9,heldout_evaluation:009,23,23,70.0
heldout_evaluation,9,heldout_evaluation:009,24,24,70.0
heldout_evaluation,9,heldout_evaluation:009,25,25,0.0
heldout_evaluation,9,heldout_evaluation:009,26,26,0.0
heldout_evaluation,9,heldout_evaluation:009,27,27,0.0
heldout_evaluation,9,heldout_evaluation:009,28,28,0.0
heldout_evaluation,9,heldout_evaluation:009,29,29,0.0
heldout_evaluation,9,heldout_evaluation:009,30,30,0.0
heldout_evaluation,9,heldout_evaluation:009,31,31,0.0
heldout_evaluation,9,heldout_evaluation:009,32,32,0.0
heldout_evaluation,9,heldout_evaluation:009,33,33,0.0
heldout_evaluation,9,heldout_evaluation:009,34,34,0.0
heldout_evaluation,9,heldout_evaluation:009,35,35,0.0
heldout_evaluation,9,heldout_evaluation:009,36,36,0.0
heldout_evaluation,9,heldout_evaluation:009,37,37,0.0
heldout_evaluation,9,heldout_evaluation:009,38,38,0.0
heldout_evaluation,9,heldout_evaluation:009,39,39,0.0
heldout_evaluation,9,heldout_evaluation:009,40,40,0.0
heldout_evaluation,9,heldout_evaluation:009,41,41,0.0
heldout_evaluation,9,heldout_evaluation:009,42,42,0.0
heldout_evaluation,9,heldout_evaluation:009,43,43,0.0
heldout_evaluation,9,heldout_evaluation:009,44,44,0.0
heldout_evaluation,9,heldout_evaluation:009,45,45,0.0
heldout_evaluation,9,heldout_evaluation:009,46,46,0.0
heldout_evaluation,9,heldout_evaluation:009,47,47,0.0
heldout_evaluation,9,heldout_evaluation:009,48,48,0.0
heldout_evaluation,9,heldout_evaluation:009,49,49,0.0
heldout_evaluation,9,heldout_evaluation:009,50,50,0.0
heldout_evaluation,9,heldout_evaluation:009,51,51,0.0
heldout_evaluation,9,heldout_evaluation:009,52,52,0.0
heldout_evaluation,9,heldout_evaluation:009,53,53,0.0
heldout_evaluation,9,heldout_evaluation:009,54,54,0.0
heldout_evaluation,9,heldout_evaluation:009,55,55,0.0
heldout_evaluation,9,heldout_evaluation:009,56,56,0.0
heldout_evaluation,9,heldout_evaluation:009,57,57,0.0
heldout_evaluation,9,heldout_evaluation:009,58,58,0.0
heldout_evaluation,9,heldout_evaluation:009,59,59,0.0
heldout_evaluation,9,heldout_evaluation:009,60,60,0.0
heldout_evaluation,9,heldout_evaluation:009,61,61,15.0
heldout_evaluation,9,heldout_evaluation:009,62,62,35.0
heldout_evaluation,9,heldout_evaluation:009,63,63,50.0
heldout_evaluation,9,heldout_evaluation:009,64,64,35.0
heldout_evaluation,9,heldout_evaluation:009,65,65,60.0
heldout_evaluation,9,heldout_evaluation:009,66,66,40.0
heldout_evaluation,9,heldout_evaluation:009,67,67,35.0
heldout_evaluation,9,heldout_evaluation:009,68,68,55.0
heldout_evaluation,9,heldout_evaluation:009,69,69,60.0
heldout_evaluation,9,heldout_evaluation:009,70,70,10.0
heldout_evaluation,9,heldout_evaluation:009,71,71,0.0
heldout_evaluation,9,heldout_evaluation:009,72,72,0.0
heldout_evaluation,9,heldout_evaluation:009,73,73,0.0
heldout_evaluation,9,heldout_evaluation:009,74,74,0.0
heldout_evaluation,9,heldout_evaluation:009,75,75,0.0
heldout_evaluation,9,heldout_evaluation:009,76,76,0.0
heldout_evaluation,9,heldout_evaluation:009,77,77,0.0
heldout_evaluation,9,heldout_evaluation:009,78,78,0.0
heldout_evaluation,9,heldout_evaluation:009,79,79,0.0
heldout_evaluation,9,heldout_evaluation:009,80,80,0.0
heldout_evaluation,9,heldout_evaluation:009,81,81,0.0
heldout_evaluation,9,heldout_evaluation:009,82,82,0.0
heldout_evaluation,9,heldout_evaluation:009,83,83,0.0
heldout_evaluation,9,heldout_evaluation:009,84,84,0.0
heldout_evaluation,9,heldout_evaluation:009,85,85,0.0
heldout_evaluation,9,heldout_evaluation:009,86,86,0.0
heldout_evaluation,9,heldout_evaluation:009,87,87,0.0
heldout_evaluation,9,heldout_evaluation:009,88,88,0.0
heldout_evaluation,9,heldout_evaluation:009,89,89,0.0
heldout_evaluation,9,heldout_evaluation:009,90,90,0.0
heldout_evaluation,9,heldout_evaluation:009,91,91,0.0
heldout_evaluation,9,heldout_evaluation:009,92,92,0.0
heldout_evaluation,9,heldout_evaluation:009,93,93,0.0
heldout_evaluation,9,heldout_evaluation:009,94,94,0.0
heldout_evaluation,9,heldout_evaluation:009,95,95,0.0
heldout_evaluation,9,heldout_evaluation:009,96,96,0.0
heldout_evaluation,9,heldout_evaluation:009,97,97,0.0
heldout_evaluation,9,heldout_evaluation:009,98,98,0.0
heldout_evaluation,9,heldout_evaluation:009,99,99,0.0
heldout_evaluation,9,heldout_evaluation:009,100,100,0.0
heldout_evaluation,9,heldout_evaluation:009,101,101,0.0
heldout_evaluation,9,heldout_evaluation:009,102,102,0.0
heldout_evaluation,9,heldout_evaluation:009,103,103,0.0
heldout_evaluation,9,heldout_evaluation:009,104,104,0.0
heldout_evaluation,9,heldout_evaluation:009,105,105,0.0
heldout_evaluation,9,heldout_evaluation:009,106,106,0.0
heldout_evaluation,9,heldout_evaluation:009,107,107,0.0
heldout_evaluation,9,heldout_evaluation:009,108,108,25.0
heldout_evaluation,9,heldout_evaluation:009,109,109,45.0
heldout_evaluation,9,heldout_evaluation:009,110,110,55.0
heldout_evaluation,9,heldout_evaluation:009,111,111,35.0
heldout_evaluation,9,heldout_evaluation:009,112,112,55.0
heldout_evaluation,9,heldout_evaluation:009,113,113,65.0
heldout_evaluation,9,heldout_evaluation:009,114,114,55.0
heldout_evaluation,9,heldout_evaluation:009,115,115,15.0
heldout_evaluation,9,heldout_evaluation:009,116,116,0.0
heldout_evaluation,9,heldout_evaluation:009,117,117,0.0
heldout_evaluation,9,heldout_evaluation:009,118,118,0.0
heldout_evaluation,9,heldout_evaluation:009,119,119,0.0
heldout_evaluation,9,heldout_evaluation:009,120,120,0.0
heldout_evaluation,9,heldout_evaluation:009,121,121,0.0
heldout_evaluation,9,heldout_evaluation:009,122,122,0.0
heldout_evaluation,9,heldout_evaluation:009,123,123,0.0
heldout_evaluation,9,heldout_evaluation:009,124,124,0.0
heldout_evaluation,9,heldout_evaluation:009,125,125,0.0
heldout_evaluation,9,heldout_evaluation:009,126,126,0.0
heldout_evaluation,9,heldout_evaluation:009,127,127,0.0
heldout_evaluation,9,heldout_evaluation:009,128,128,0.0
heldout_evaluation,9,heldout_evaluation:009,129,129,0.0
heldout_evaluation,9,heldout_evaluation:009,130,130,0.0
heldout_evaluation,9,heldout_evaluation:009,131,131,0.0
heldout_evaluation,9,heldout_evaluation:009,132,132,0.0
heldout_evaluation,9,heldout_evaluation:009,133,133,0.0
heldout_evaluation,9,heldout_evaluation:009,134,134,0.0
heldout_evaluation,9,heldout_evaluation:009,135,135,0.0
heldout_evaluation,9,heldout_evaluation:009,136,136,0.0
heldout_evaluation,9,heldout_evaluation:009,137,137,0.0
heldout_evaluation,9,heldout_evaluation:009,138,138,0.0
heldout_evaluation,9,heldout_evaluation:009,139,139,0.0
heldout_evaluation,9,heldout_evaluation:009,140,140,0.0
heldout_evaluation,9,heldout_evaluation:009,141,141,0.0
heldout_evaluation,9,heldout_evaluation:009,142,142,0.0
heldout_evaluation,9,heldout_evaluation:009,143,143,0.0
heldout_evaluation,9,heldout_evaluation:009,144,144,0.0
heldout_evaluation,9,heldout_evaluation:009,145,145,0.0
heldout_evaluation,9,heldout_evaluation:009,146,146,0.0
heldout_evaluation,9,heldout_evaluation:009,147,147,0.0
heldout_evaluation,9,heldout_evaluation:009,148,148,0.0
heldout_evaluation,9,heldout_evaluation:009,149,149,0.0
heldout_evaluation,9,heldout_evaluation:009,150,150,0.0
heldout_evaluation,9,heldout_evaluation:009,151,151,0.0
heldout_evaluation,9,heldout_evaluation:009,152,152,0.0
heldout_evaluation,9,heldout_evaluation:009,153,153,0.0
heldout_evaluation,9,heldout_evaluation:009,154,154,0.0
heldout_evaluation,9,heldout_evaluation:009,155,155,0.0
heldout_evaluation,9,heldout_evaluation:009,156,156,0.0
heldout_evaluation,9,heldout_evaluation:009,157,157,0.0
heldout_evaluation,9,heldout_evaluation:009,158,158,0.0
heldout_evaluation,9,heldout_evaluation:009,159,159,0.0
heldout_evaluation,9,heldout_evaluation:009,160,160,0.0
heldout_evaluation,9,heldout_evaluation:009,161,161,0.0
heldout_evaluation,9,heldout_evaluation:009,162,162,0.0
heldout_evaluation,9,heldout_evaluation:009,163,163,0.0
heldout_evaluation,9,heldout_evaluation:009,164,164,0.0
heldout_evaluation,9,heldout_evaluation:009,165,165,0.0
heldout_evaluation,9,heldout_evaluation:009,166,166,0.0
heldout_evaluation,9,heldout_evaluation:009,167,167,0.0
heldout_evaluation,9,heldout_evaluation:009,168,168,0.0
heldout_evaluation,9,heldout_evaluation:009,169,169,0.0
heldout_evaluation,9,heldout_evaluation:009,170,170,0.0
heldout_evaluation,9,heldout_evaluation:009,171,171,0.0
heldout_evaluation,9,heldout_evaluation:009,172,172,0.0
heldout_evaluation,9,heldout_evaluation:009,173,173,0.0
heldout_evaluation,9,heldout_evaluation:009,174,174,40.0
heldout_evaluation,9,heldout_evaluation:009,175,175,30.0
heldout_evaluation,9,heldout_evaluation:009,176,176,40.0
heldout_evaluation,9,heldout_evaluation:009,177,177,35.0
heldout_evaluation,9,heldout_evaluation:009,178,178,60.0
heldout_evaluation,9,heldout_evaluation:009,179,179,40.0
heldout_evaluation,9,heldout_evaluation:009,180,180,50.0
