split,controller_group,policy,seed,task_idx,episode_reward_delta,SOC_tail_risk_delta,SOC_tail_violation_steps_delta,SOC_RMSE_delta,abs_final_SOC_error_delta,constraint_violation_steps_delta,battery_limit_proximity_risk_delta,battery_limit_usage_peak_delta,SOC_corrected_fuel_kg_delta,engine_switch_count_delta,battery_energy_throughput_kWh_delta,action_magnitude_mean_delta,action_rate_mean_delta
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,21,0.2778015103195628,-0.00162330583708592,0.0,-0.000122894385884309,-0.0003115511459395037,0.0,0.0,-0.0003998953157391405,1.046167490717509e-05,0.0,0.00023366335945435024,0.09409070576230685,0.009284375226707197
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,22,0.2862698042708658,-0.0015147342747067333,0.0,-0.00020372832831272447,-0.00018202128668998174,0.0,-6.426422174535262e-06,0.0,2.8583210850946505e-05,0.0,6.148286422102966e-05,0.1720727554143135,0.025919621086116715
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,23,4.527371882561393,-0.00953145906171915,-5.0,-0.004262893716855787,-0.0031241286333346663,0.0,-0.0006411976315090469,0.0,-0.0001645797373252822,0.0,-0.017321711073402524,0.13867812853164244,0.016862943912080177
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,24,11.00700860993112,-0.056507453242617633,0.0,-0.001955363791814546,-0.005945353197899461,0.0,0.0,-4.406622080632694e-05,-7.686067433047838e-05,0.0,-0.0036301248163985167,0.07236863703408745,0.006326393853911819
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,25,-0.3189951767527077,0.0010338631163390177,0.0,6.369222584909351e-05,2.9246133606386504e-05,0.0,0.0,-2.9473460173845556e-05,-2.549335120449747e-06,0.0,-7.729999610173177e-05,0.11408140382260576,0.01598246487944076
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,26,2.3851573654295066,-0.009838598212112692,-6.0,-0.0006602135916860818,-0.0015164773286077127,0.0,0.0,-0.0011396392516551668,0.00011785278846948577,0.0,0.0011373579964558955,0.26378712738605425,0.03301378554121279
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,27,-0.07995570581834022,0.0,0.0,9.127017530485143e-06,0.0002852099987639134,0.0,0.0,-1.9830721224356473e-05,1.824741121064441e-05,0.0,-0.00010649581097571525,0.09139665578977049,0.007197655552833264
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,28,-0.06488302197718099,-0.00010880628314122176,0.0,-7.276939390177262e-06,-4.807053215477586e-05,0.0,0.0,-9.993899207688672e-05,2.3849810658546633e-06,0.0,2.2623014459988156e-05,0.09700174704882861,0.010440034867497162
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,29,-0.06032023825213173,4.644748706261748e-06,0.0,-1.2578344040947709e-05,-0.00015578181993691764,0.0,0.0,-0.00011105630838392777,3.3523317205658154e-06,0.0,-0.00017484402544176714,0.08156218644102209,0.00971094569734608
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,30,-0.06397205334965861,-2.8062984165300175e-05,2.0,-1.5474803381987368e-05,-0.000592966110001869,0.0,-0.00010342354081639693,0.0,4.565776382743636e-05,0.0,0.0006876420792317761,0.12001842779883494,0.00922462072145815
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,31,26.650890900868944,-0.13696824816556352,-11.0,-0.006824486980918781,-0.007964082381537618,0.0,0.0,0.0,-0.00010675014486309642,0.0,-0.010645286570957535,0.0829537179394457,0.0095371272880584
meta_validation,old_adapter,old_adapter_seed_20260706,20260706,32,0.6040012443251044,-0.0036762609829308346,0.0,-0.0001667092079825211,-0.00018529008288570292,0.0,0.0,-0.0003361212134458391,7.723466136866364e-06,0.0,0.0001389675621645825,0.11574579064077826,0.015700636919549045
