split,task_idx,task_key,policy,policy_seed,profile_uid,source_family,source_id,profile_id,start_idx,horizon,initial_SOC,mass_scale,grade_bias,steps,episode_reward,reward,SOC,final_SOC_error,fuel_kg,SOC_corrected_fuel_kg,fuel_L_per_100km,distance_km,engine_switch_count,mode_switch_count,battery_energy_throughput_kWh,SOC_RMSE,constraint_violation_steps,last_delta_P_eng_on_kw,last_delta_SOC_ref,abs_final_SOC_error,dp_objective_reward,dp_frontier_cap,dp_frontier_cap_hit,dp_expansions,full_dp_decision_interval_s
meta_validation,5,meta_validation:005,map_rule_zero_offset,,sumo_selected:41eff1ea55397369,sumo_selected,osm_custom_freeway_corridor,41eff1ea55397369,428,240,0.45,1.15,-2.0,240,-5.049520851974933,-0.1870275660505895,0.5210090002914414,-0.028990999708558673,0.15026503193015836,0.15494659288788015,9.384795736408142,2.1491999943479896,12.0,54.0,0.4086101778684428,0.05342579179365731,0.0,0.0,0.0,0.028990999708558673,,,,,
meta_validation,5,meta_validation:005,latent_sac_adapter,20260706,sumo_selected:41eff1ea55397369,sumo_selected,osm_custom_freeway_corridor,41eff1ea55397369,428,240,0.45,1.15,-2.0,240,-5.084055265163633,-0.18563263438205932,0.5212344645139984,-0.028765535486001692,0.15031600623389524,0.15496115849539072,9.387979334230147,2.1491999943479896,12.0,54.0,0.40877927603536046,0.05334582169134309,0.0,-0.05481650121510029,7.220766507089138e-05,0.028765535486001692,,,,,
meta_validation,5,meta_validation:005,latent_sac_adapter,20260707,sumo_selected:41eff1ea55397369,sumo_selected,osm_custom_freeway_corridor,41eff1ea55397369,428,240,0.45,1.15,-2.0,240,-5.082165395398059,-0.09119646586893643,0.5362363006151019,-0.013763699384898187,0.15518250484367624,0.15740511180176386,9.69191628361659,2.1491999943479896,14.0,54.0,0.3963886259705475,0.053152144649212335,0.0,-0.25688939541578293,-0.00015262058936059476,0.013763699384898187,,,,,
meta_validation,5,meta_validation:005,latent_sac_adapter,20260708,sumo_selected:41eff1ea55397369,sumo_selected,osm_custom_freeway_corridor,41eff1ea55397369,428,240,0.45,1.15,-2.0,240,-5.0871953559975305,-0.18691448803918828,0.5210379476836858,-0.028962052316314213,0.1502715111559006,0.15494839759453985,9.385200396157254,2.1491999943479896,12.0,54.0,0.408631888412626,0.05332937105515317,0.0,0.10018743574619293,-0.0003589474782347679,0.028962052316314213,,,,,
meta_validation,5,meta_validation:005,latent_sac_adapter,20260709,sumo_selected:41eff1ea55397369,sumo_selected,osm_custom_freeway_corridor,41eff1ea55397369,428,240,0.45,1.15,-2.0,240,-5.056214087799125,-0.09006946315997102,0.5364239559360218,-0.013576044063978276,0.15522837452029262,0.1574206782866049,9.694781072183899,2.1491999943479896,14.0,54.0,0.3965158759462111,0.05298535963492567,0.0,-0.2509618476033211,0.0007246372103691101,0.013576044063978276,,,,,
meta_validation,5,meta_validation:005,latent_sac_adapter,20260710,sumo_selected:41eff1ea55397369,sumo_selected,osm_custom_freeway_corridor,41eff1ea55397369,428,240,0.45,1.15,-2.0,240,-5.067367670549702,-0.18113578753638804,0.5219606039598496,-0.028039396040150488,0.15048306437579467,0.15501095727701514,9.398412942886077,2.1491999943479896,12.0,54.0,0.4093238806197488,0.053175941729257103,0.0,0.26474565267562866,0.00015076045878231525,0.028039396040150488,,,,,
meta_validation,6,meta_validation:006,map_rule_zero_offset,,sumo_selected:db3cb368486f5b8e,sumo_selected,osm_custom_mixed_arterial,db3cb368486f5b8e,106,240,0.65,1.15,0.0,240,-3.717279797309807,-0.17509554958775145,0.5227121946775704,-0.027287805322429692,0.11776393190843679,0.12217045549519277,10.58126045222427,1.4938900005072355,15.0,52.0,0.3149722900976214,0.03597891449166104,0.0,0.0,0.0,0.027287805322429692,,,,,
meta_validation,6,meta_validation:006,latent_sac_adapter,20260706,sumo_selected:db3cb368486f5b8e,sumo_selected,osm_custom_mixed_arterial,db3cb368486f5b8e,106,240,0.65,1.15,0.0,240,-3.744642048806631,-0.17187044044567523,0.5232249810419266,-0.026775018958073438,0.1178740674688418,0.12219778464508571,10.591156292409051,1.4938900005072355,15.0,52.0,0.31484375659403147,0.03594984419487725,0.0,0.03329795133322477,6.383622996509076e-05,0.026775018958073438,,,,,
meta_validation,6,meta_validation:006,latent_sac_adapter,20260707,sumo_selected:db3cb368486f5b8e,sumo_selected,osm_custom_mixed_arterial,db3cb368486f5b8e,106,240,0.65,1.15,0.0,240,-3.8001710353106297,-0.1882622703055692,0.5206744072715589,-0.029325592728441152,0.11524982976841994,0.11998542189562036,10.355364720688264,1.4938900005072355,13.0,52.0,0.32472281376400575,0.03693600828121161,0.0,-0.3321918770670891,-6.2073016306385875e-06,0.029325592728441152,,,,,
meta_validation,6,meta_validation:006,latent_sac_adapter,20260708,sumo_selected:db3cb368486f5b8e,sumo_selected,osm_custom_mixed_arterial,db3cb368486f5b8e,106,240,0.65,1.15,0.0,240,-3.796801411210255,-0.17488226634029264,0.522757927385576,-0.027242072614424018,0.11776483456564212,0.12216397308591394,10.581341557286185,1.4938900005072355,15.0,52.0,0.314377327592817,0.03606094741176168,0.0,-0.04618907533586025,0.00047825101763010025,0.027242072614424018,,,,,
meta_validation,6,meta_validation:006,latent_sac_adapter,20260709,sumo_selected:db3cb368486f5b8e,sumo_selected,osm_custom_mixed_arterial,db3cb368486f5b8e,106,240,0.65,1.15,0.0,240,-3.582333487295143,-0.14544074297442483,0.5274182987528786,-0.022581701247121444,0.11824755259501316,0.12189411918396219,10.624714473857372,1.4938900005072355,15.0,52.0,0.3025480362568916,0.03513585297429126,0.0,-0.08345524594187737,0.0007215530425310135,0.022581701247121444,,,,,
meta_validation,6,meta_validation:006,latent_sac_adapter,20260710,sumo_selected:db3cb368486f5b8e,sumo_selected,osm_custom_mixed_arterial,db3cb368486f5b8e,106,240,0.65,1.15,0.0,240,-3.777582552016499,-0.17448272402150639,0.5228201072315283,-0.02717989276847177,0.11778319831987326,0.12217229583631307,10.582991567295629,1.4938900005072355,15.0,52.0,0.31467896558277586,0.035985945770125,0.0,-0.11654477566480637,0.00024497248232364656,0.02717989276847177,,,,,
meta_validation,7,meta_validation:007,map_rule_zero_offset,,sumo_selected:f5196b152e19d80a,sumo_selected,osm_custom_mixed_arterial,f5196b152e19d80a,302,240,0.65,1.15,2.0,240,-3.328655785898402,-0.347026125351771,0.4949498213727348,-0.055050178627265245,0.0347927818342761,0.04368246378963592,8.150387544181706,0.5729999994449315,8.0,22.0,0.21347221736745048,0.03507716817296311,0.0,0.0,0.0,0.055050178627265245,,,,,
meta_validation,7,meta_validation:007,latent_sac_adapter,20260706,sumo_selected:f5196b152e19d80a,sumo_selected,osm_custom_mixed_arterial,f5196b152e19d80a,302,240,0.65,1.15,2.0,240,-3.6424750866648954,-0.3927710951229747,0.48770033316556954,-0.0622996668344305,0.03369407488654255,0.043754427784447,7.893009808070604,0.5729999994449315,8.0,21.0,0.22050968964167075,0.038829354517988086,0.0,-0.13338234275579453,-0.0002873328514397144,0.0622996668344305,,,,,
meta_validation,7,meta_validation:007,latent_sac_adapter,20260707,sumo_selected:f5196b152e19d80a,sumo_selected,osm_custom_mixed_arterial,f5196b152e19d80a,302,240,0.65,1.15,2.0,240,-3.556281782705273,-0.3558918220806933,0.49354793714158846,-0.05645206285841159,0.034629587138486025,0.04374564992064579,8.112158349914358,0.5729999994449315,8.0,21.0,0.21702792144154,0.03779497872945097,0.0,-0.02927826438099146,0.0002406665123999119,0.05645206285841159,,,,,
meta_validation,7,meta_validation:007,latent_sac_adapter,20260708,sumo_selected:f5196b152e19d80a,sumo_selected,osm_custom_mixed_arterial,f5196b152e19d80a,302,240,0.65,1.15,2.0,240,-3.361213623765572,-0.3490026196671667,0.4946435800218154,-0.055356419978184634,0.03472981177607509,0.043668946581164714,8.135636485170027,0.5729999994449315,8.0,22.0,0.21329768809412353,0.03519875064825764,0.0,0.04019057471305132,-0.00033776946365833284,0.055356419978184634,,,,,
meta_validation,7,meta_validation:007,latent_sac_adapter,20260709,sumo_selected:f5196b152e19d80a,sumo_selected,osm_custom_mixed_arterial,f5196b152e19d80a,302,240,0.65,1.15,2.0,240,-3.3468526242174423,-0.34578174616624224,0.49516168802985394,-0.0548383119701461,0.03483531810882579,0.04369078714706709,8.160351884599123,0.5729999994449315,8.0,22.0,0.21351188717717073,0.03498727502454824,0.0,-0.07193759456276894,0.0006640155613422394,0.0548383119701461,,,,,
meta_validation,7,meta_validation:007,latent_sac_adapter,20260710,sumo_selected:f5196b152e19d80a,sumo_selected,osm_custom_mixed_arterial,f5196b152e19d80a,302,240,0.65,1.15,2.0,240,-3.3593839343034007,-0.3455353411536655,0.4952009673032616,-0.05479903269673847,0.034845847657857365,0.0436949737512302,8.162818485449886,0.5729999994449315,8.0,22.0,0.2135633565637588,0.03499101924838835,0.0,-0.05262867361307144,0.0007389227300882339,0.05479903269673847,,,,,
meta_validation,8,meta_validation:008,map_rule_zero_offset,,sumo_selected:50fd1edc753bbd2b,sumo_selected,osm_custom_urban_signalized,50fd1edc753bbd2b,37,240,0.55,1.15,0.0,240,-11.686043561451347,-0.3465769998773882,0.49502111113057334,-0.0549788888694267,0.13685187556581524,0.14573004541913176,18.84522103401145,0.9747500035911794,14.0,25.0,0.24157540816059075,0.03247246847812146,1.0,0.0,0.0,0.0549788888694267,,,,,
meta_validation,8,meta_validation:008,latent_sac_adapter,20260706,sumo_selected:50fd1edc753bbd2b,sumo_selected,osm_custom_urban_signalized,50fd1edc753bbd2b,37,240,0.55,1.15,0.0,240,-11.688548687418539,-0.34443159972801934,0.4953627090480325,-0.054637290951967565,0.13698427469578878,0.14580728220597491,18.863453088623388,0.9747500035911794,14.0,25.0,0.2418815023749428,0.03198394930097184,1.0,-0.010819935472682118,-3.060085466131568e-05,0.054637290951967565,,,,,
