controller_group,seed,split,task_key,time_s,v_mps,SOC,P_dem_kw,P_batt_kw,battery_limit_usage,engine_on,constraint_flags,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,pre_gate_delta_P_eng_on_kw,final_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,final_delta_SOC_ref,action_attenuation_ratio,fallback_active,direction_suppression_active,reward
baseline,baseline,heldout_evaluation,heldout_evaluation:000,0,0.25,0.4495630504587767,0.10796826845913814,1.179763761302971,0.03232229483021838,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9674630981640945
baseline,baseline,heldout_evaluation,heldout_evaluation:000,1,0.05000000074505806,0.449171971405253,0.004908706632738409,1.0559134445139993,0.028988129424355927,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9736708228937584
baseline,baseline,heldout_evaluation,heldout_evaluation:000,2,0.009999999776482582,0.44878145341518,0.003651118767021734,1.0543985731970678,0.028999470675586104,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9799185047863994
baseline,baseline,heldout_evaluation,heldout_evaluation:000,3,0.0,0.4483925645262911,0.0,1.05,0.028931320754987805,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9861389675793427
baseline,baseline,heldout_evaluation,heldout_evaluation:000,4,0.0,0.44800367563740223,0.0,1.05,0.02898411827344589,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9923611898015648
baseline,baseline,heldout_evaluation,heldout_evaluation:000,5,0.0,0.44761478674851335,0.0,1.05,0.029037108847340534,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.998583412023787
baseline,baseline,heldout_evaluation,heldout_evaluation:000,6,0.0,0.44722589785962447,0.0,1.05,0.02909029353747916,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0048056342460092
baseline,baseline,heldout_evaluation,heldout_evaluation:000,7,0.0,0.4468370089707356,0.0,1.05,0.02914367341245542,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0110278564682313
baseline,baseline,heldout_evaluation,heldout_evaluation:000,8,0.0,0.4464481200818467,0.0,1.05,0.02919724954872071,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0172500786904535
baseline,baseline,heldout_evaluation,heldout_evaluation:000,9,0.0,0.4460592311929578,0.0,1.05,0.029251023030656572,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0234723009126756
baseline,baseline,heldout_evaluation,heldout_evaluation:000,10,0.0,0.44567034230406893,0.0,1.05,0.02930499495064787,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0296945231348977
baseline,baseline,heldout_evaluation,heldout_evaluation:000,11,0.0,0.44528145341518005,0.0,1.05,0.029359166409156704,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0359167453571199
baseline,baseline,heldout_evaluation,heldout_evaluation:000,12,0.0,0.44489256452629117,0.0,1.05,0.029413538514797243,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.042138967579342
baseline,baseline,heldout_evaluation,heldout_evaluation:000,13,0.0,0.4445036756374023,0.0,1.05,0.02946811238441137,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0483611898015641
baseline,baseline,heldout_evaluation,heldout_evaluation:000,14,0.0,0.4441147867485134,0.0,1.05,0.02952288914314509,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0545834120237862
baseline,baseline,heldout_evaluation,heldout_evaluation:000,15,0.0,0.4437258978596245,0.0,1.05,0.02957786992452593,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0608056342460084
baseline,baseline,heldout_evaluation,heldout_evaluation:000,16,0.0,0.44333700897073564,0.0,1.05,0.029633055870541065,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0670278564682305
baseline,baseline,heldout_evaluation,heldout_evaluation:000,17,0.0,0.44294812008184675,0.0,1.05,0.02968844813171642,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0732500786904526
baseline,baseline,heldout_evaluation,heldout_evaluation:000,18,0.0,0.44255923119295787,0.0,1.05,0.029744047867196616,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0794723009126748
baseline,baseline,heldout_evaluation,heldout_evaluation:000,19,0.0,0.442170342304069,0.0,1.05,0.029799856244825833,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.085694523134897
baseline,baseline,heldout_evaluation,heldout_evaluation:000,20,0.0,0.4417814534151801,0.0,1.05,0.02985587444122956,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.091916745357119
baseline,baseline,heldout_evaluation,heldout_evaluation:000,21,0.0,0.4413925645262912,0.0,1.05,0.029912103641897315,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0981389675793412
baseline,baseline,heldout_evaluation,heldout_evaluation:000,22,0.0,0.44100367563740234,0.0,1.05,0.029968545041266247,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1043611898015633
baseline,baseline,heldout_evaluation,heldout_evaluation:000,23,0.0,0.44061478674851345,0.0,1.05,0.030025199842805717,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1105834120237854
baseline,baseline,heldout_evaluation,heldout_evaluation:000,24,0.0,0.44022589785962457,0.0,1.05,0.03008206925910284,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1168056342460075
baseline,baseline,heldout_evaluation,heldout_evaluation:000,25,0.0,0.4398370089707357,0.0,1.05,0.030139154511949016,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1230278564682297
baseline,baseline,heldout_evaluation,heldout_evaluation:000,26,0.0,0.4394481200818468,0.0,1.05,0.030196456832427384,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1292500786904518
baseline,baseline,heldout_evaluation,heldout_evaluation:000,27,0.0,0.4390592311929579,0.0,1.05,0.03025397746100137,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.135472300912674
baseline,baseline,heldout_evaluation,heldout_evaluation:000,28,0.0,0.43867034230406904,0.0,1.05,0.03031171764760416,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.141694523134896
baseline,baseline,heldout_evaluation,heldout_evaluation:000,29,0.0,0.43828145341518016,0.0,1.05,0.030369678651729248,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1479167453571182
baseline,baseline,heldout_evaluation,heldout_evaluation:000,30,0.0,0.4378925645262913,0.0,1.05,0.03042786174252204,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1541389675793403
baseline,baseline,heldout_evaluation,heldout_evaluation:000,31,0.0,0.4375036756374024,0.0,1.05,0.030486268198872457,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1603611898015624
baseline,baseline,heldout_evaluation,heldout_evaluation:000,32,0.0,0.4371147867485135,0.0,1.05,0.030544899309508648,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1665834120237846
baseline,baseline,heldout_evaluation,heldout_evaluation:000,33,0.0,0.4367258978596246,0.0,1.05,0.0306037563730918,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1728056342460067
baseline,baseline,heldout_evaluation,heldout_evaluation:000,34,0.0,0.43633700897073574,0.0,1.05,0.030662840698311974,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1790278564682288
baseline,baseline,heldout_evaluation,heldout_evaluation:000,35,0.0,0.43594812008184686,0.0,1.05,0.03072215360398515,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.185250078690451
baseline,baseline,heldout_evaluation,heldout_evaluation:000,36,0.0,0.435559231192958,0.0,1.05,0.03078169641915132,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.191472300912673
baseline,baseline,heldout_evaluation,heldout_evaluation:000,37,0.0,0.4351703423040691,0.0,1.05,0.030841470483173785,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1976945231348952
baseline,baseline,heldout_evaluation,heldout_evaluation:000,38,0.0,0.4347814534151802,0.0,1.05,0.03090147714583955,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2039167453571173
baseline,baseline,heldout_evaluation,heldout_evaluation:000,39,0.0,0.4343925645262913,0.0,1.05,0.030961717767460963,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2101389675793395
baseline,baseline,heldout_evaluation,heldout_evaluation:000,40,0.0,0.43400367563740244,0.0,1.05,0.03102219371897847,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2163611898015616
baseline,baseline,heldout_evaluation,heldout_evaluation:000,41,0.0,0.43361478674851356,0.0,1.05,0.031082906382064634,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2225834120237837
baseline,baseline,heldout_evaluation,heldout_evaluation:000,42,0.0,0.4332258978596247,0.0,1.05,0.03114385714922938,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2288056342460059
baseline,baseline,heldout_evaluation,heldout_evaluation:000,43,0.0,0.4328370089707358,0.0,1.05,0.031205047423926404,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.235027856468228
baseline,baseline,heldout_evaluation,heldout_evaluation:000,44,0.0,0.4324481200818469,0.0,1.05,0.03126647862066095,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2412500786904501
baseline,baseline,heldout_evaluation,heldout_evaluation:000,45,0.0,0.432059231192958,0.0,1.05,0.03132815216509877,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2474723009126722
baseline,baseline,heldout_evaluation,heldout_evaluation:000,46,0.0,0.43167034230406914,0.0,1.05,0.03139006949417645,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2536945231348944
baseline,baseline,heldout_evaluation,heldout_evaluation:000,47,0.0,0.43128145341518026,0.0,1.05,0.03145223205621294,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2599167453571165
baseline,baseline,heldout_evaluation,heldout_evaluation:000,48,0.0,0.4308925645262914,0.0,1.05,0.03151464131102259,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2661389675793386
baseline,baseline,heldout_evaluation,heldout_evaluation:000,49,0.0,0.4305036756374025,0.0,1.05,0.03157729873002931,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2723611898015608
baseline,baseline,heldout_evaluation,heldout_evaluation:000,50,0.0,0.4301147867485136,0.0,1.05,0.03164020579638228,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.278583412023783
baseline,baseline,heldout_evaluation,heldout_evaluation:000,51,0.0,0.42972589785962473,0.0,1.05,0.031703364005072975,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.284805634246005
baseline,baseline,heldout_evaluation,heldout_evaluation:000,52,0.0,0.42933700897073585,0.0,1.05,0.03176677486305357,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2910278564682272
baseline,baseline,heldout_evaluation,heldout_evaluation:000,53,0.0,0.42894812008184696,0.0,1.05,0.03183043988935679,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2972500786904493
baseline,baseline,heldout_evaluation,heldout_evaluation:000,54,0.0,0.4285592311929581,0.0,1.05,0.03189436061521726,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3034723009126714
baseline,baseline,heldout_evaluation,heldout_evaluation:000,55,0.0,0.4281703423040692,0.0,1.05,0.03195853858419421,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3096945231348935
baseline,baseline,heldout_evaluation,heldout_evaluation:000,56,0.0,0.4277814534151803,0.0,1.05,0.032022975352295716,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3159167453571157
baseline,baseline,heldout_evaluation,heldout_evaluation:000,57,0.0,0.42739256452629143,0.0,1.05,0.032087672488104554,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3221389675793378
baseline,baseline,heldout_evaluation,heldout_evaluation:000,58,0.0,0.42700367563740255,0.0,1.05,0.03215263157290535,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.32836118980156
baseline,baseline,heldout_evaluation,heldout_evaluation:000,59,0.0,0.42661478674851366,0.0,1.05,0.0322178542008135,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.334583412023782
baseline,baseline,heldout_evaluation,heldout_evaluation:000,60,0.0,0.4262258978596248,0.0,1.05,0.032283341978905554,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3408056342460042
baseline,baseline,heldout_evaluation,heldout_evaluation:000,61,0.0,0.4258370089707359,0.0,1.05,0.03234909652735117,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3470278564682263
baseline,baseline,heldout_evaluation,heldout_evaluation:000,62,0.0,0.425448120081847,0.0,1.05,0.032415119479546804,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3532500786904484
baseline,baseline,heldout_evaluation,heldout_evaluation:000,63,0.0,0.42505923119295813,0.0,1.05,0.032481412482250886,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3594723009126706
baseline,baseline,heldout_evaluation,heldout_evaluation:000,64,0.0,0.42467034230406925,0.0,1.05,0.032547977195720786,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3656945231348927
baseline,baseline,heldout_evaluation,heldout_evaluation:000,65,0.0,0.42428145341518037,0.0,1.05,0.03261481529385136,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3719167453571148
baseline,baseline,heldout_evaluation,heldout_evaluation:000,66,0.0,0.4238925645262915,0.0,1.05,0.032681928464315356,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.378138967579337
baseline,baseline,heldout_evaluation,heldout_evaluation:000,67,0.0,0.4235036756374026,0.0,1.05,0.03274931840870536,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.384361189801559
baseline,baseline,heldout_evaluation,heldout_evaluation:000,68,0.0,0.4231147867485137,0.0,1.05,0.032816986842677684,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3905834120237812
baseline,baseline,heldout_evaluation,heldout_evaluation:000,69,1.2899999618530273,0.42134059701231846,3.3343233856589145,4.79031228772717,0.15002772436959355,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4204665727179961
baseline,baseline,heldout_evaluation,heldout_evaluation:000,70,3.0299999713897705,0.4249450128848577,10.116272170101338,-9.73192285585589,0.23651956195583507,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4818527787592142
baseline,baseline,heldout_evaluation,heldout_evaluation:000,71,4.46999979019165,0.42843625537910923,12.70721976794257,-9.426354734479157,0.2298987579439071,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.339098278026986
baseline,baseline,heldout_evaluation,heldout_evaluation:000,72,5.840000152587891,0.43181794943297136,15.954826652029512,-9.130573945427692,0.22344601581412107,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2891800000297378
baseline,baseline,heldout_evaluation,heldout_evaluation:000,73,7.199999809265137,0.43509359950944765,19.604415251884873,-8.844255206485979,0.21715800238180852,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2414598797412333
baseline,baseline,heldout_evaluation,heldout_evaluation:000,74,8.520000457763672,0.4382659483580134,22.705056488266372,-8.565341891127593,0.21098846866537538,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1944937076044042
baseline,baseline,heldout_evaluation,heldout_evaluation:000,75,10.039999961853027,0.4413358882379227,30.226041530627803,-8.288837675755078,0.2048176015797523,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.155537096300304
baseline,baseline,heldout_evaluation,heldout_evaluation:000,76,11.880000114440918,0.4443069462065208,42.311390824086196,-8.021856515214834,0.19882378141721327,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1253346805564868
baseline,baseline,heldout_evaluation,heldout_evaluation:000,77,12.930000305175781,0.447182514316815,29.152173965561058,-7.764033897794422,0.19300207624255847,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.059458018760381
baseline,baseline,heldout_evaluation,heldout_evaluation:000,78,14.039999961853027,0.44996585560352714,33.23866969770258,-7.515021474122801,0.18734768742596955,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0203474548172349
baseline,baseline,heldout_evaluation,heldout_evaluation:000,79,15.130000114440918,0.45266010975533133,35.518576939838354,-7.27448620987128,0.18185594588526474,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9455188462024582
baseline,baseline,heldout_evaluation,heldout_evaluation:000,80,17.030000686645508,0.4548464878455089,63.43472743994489,-5.9032208434795175,0.14797414856311752,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9266270923631479
baseline,baseline,heldout_evaluation,heldout_evaluation:000,81,18.6200008392334,0.45738495791704686,60.175241859222474,-6.85386919315248,0.17218120394093686,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8588016966982728
baseline,baseline,heldout_evaluation,heldout_evaluation:000,82,20.579999923706055,0.4534329479307101,79.88472665322199,10.670426963109243,0.28261956843312613,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9665514299018272
baseline,baseline,heldout_evaluation,heldout_evaluation:000,83,21.770000457763672,0.45601647999668216,57.003105638418894,-6.975536578124587,0.17498914306971258,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8881085820975217
baseline,baseline,heldout_evaluation,heldout_evaluation:000,84,23.229999542236328,0.4552177220528218,71.93810428377385,2.1566464484229493,0.057475624326925726,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9153925035046776
baseline,baseline,heldout_evaluation,heldout_evaluation:000,85,24.479999542236328,0.45586674715909536,67.85221699470902,-1.7523677869386873,0.04403897781921825,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.898457825904971
baseline,baseline,heldout_evaluation,heldout_evaluation:000,86,26.200000762939453,0.4463629615600816,94.13360785029691,25.66022111733714,0.6843209762459211,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.129308976212903
baseline,baseline,heldout_evaluation,heldout_evaluation:000,87,26.010000228881836,0.4491725685572556,10.458344800521646,-7.585938892369916,0.18896121311350048,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0006988840662405
baseline,baseline,heldout_evaluation,heldout_evaluation:000,88,25.700000762939453,0.45189219544011955,5.01358466946323,-7.342992583732539,0.18342304459888845,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9243657238092997
baseline,baseline,heldout_evaluation,heldout_evaluation:000,89,25.3799991607666,0.45452489740937896,4.351499950013057,-7.108295317000404,0.17804427749502555,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8505413955268399
baseline,baseline,heldout_evaluation,heldout_evaluation:000,90,25.469999313354492,0.45707361535495056,21.838754627357574,-6.881538453043309,0.17282045616045083,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8089913231731046
baseline,baseline,heldout_evaluation,heldout_evaluation:000,91,25.729999542236328,0.45954118077036327,29.504720115121785,-6.662426621614298,0.167747245028542,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7607017758487055
baseline,baseline,heldout_evaluation,heldout_evaluation:000,92,25.469999313354492,0.4619303204183482,6.9660781041104665,-6.450677049559303,0.16282042535035776,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6762080066263685
baseline,baseline,heldout_evaluation,heldout_evaluation:000,93,25.540000915527344,0.4642436607623746,21.085356125522587,-6.246018928871391,0.15803589205155935,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6489931491380965
baseline,baseline,heldout_evaluation,heldout_evaluation:000,94,26.010000228881836,0.4664837321778878,39.09853332907296,-6.048192821885541,0.15338965069611313,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6329403359535327
baseline,baseline,heldout_evaluation,heldout_evaluation:000,95,26.0,0.4686529729560785,18.25655474683777,-5.856950101114929,0.1488778145501471,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5661775965131567
baseline,baseline,heldout_evaluation,heldout_evaluation:000,96,25.700000762939453,0.47075373311215923,5.4423649041312405,-5.67205242141798,0.14449660173995005,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.516443327818539
baseline,baseline,heldout_evaluation,heldout_evaluation:000,97,25.559999465942383,0.47278827800932877,12.157704626821538,-5.4932712223577305,0.14024233249864687,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4970345429170207
baseline,baseline,heldout_evaluation,heldout_evaluation:000,98,26.34000015258789,0.47475879180887454,53.410737347744146,-5.320387258773517,0.13611142649658847,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5330151970252829
baseline,baseline,heldout_evaluation,heldout_evaluation:000,99,25.389999389648438,0.48183551930484814,-21.443791743754005,-19.107164239128764,0.4898061135708333,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.44263989507871704
baseline,baseline,heldout_evaluation,heldout_evaluation:000,100,21.860000610351562,0.4935101895496135,-110.31690215090184,-31.521609660866456,0.8139528532960024,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3103708204513528
