controller,t_s,v_mps,P_dem_kw,SOC,engine_on,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_limit_kw,battery_limit_usage,delta_P_eng_on_kw,delta_SOC_ref,reward,SOC_tail_risk,battery_limit_proximity_risk,constraint_flags
baseline,17,20.610000610351562,35.44622429406757,0.5523601507775994,1.0,35.29123666540603,0.15498762866153726,1.2360764893210263,51.33815482617064,0.02407715067879518,0.0,0.0,-0.04721921246101859,0.0,0.0,0.0
baseline,18,20.860000610351562,14.738680343931351,0.5461261556790944,0.0,0.0,14.738680343931351,16.831786765963503,51.28321809331192,0.3282123741793539,0.0,0.0,-0.05739967780961265,0.0,0.0,0.0
baseline,19,20.84000015258789,5.329584082795622,0.5435683899753808,0.0,0.0,5.329584082795622,6.905967400026658,50.53513868149133,0.13665674182776097,0.0,0.0,-0.004600858404845443,0.0,0.0,0.0
baseline,20,21.350000381469727,24.533489957800565,0.5335130353820787,0.0,0.0,24.533489957800565,27.149457401915498,50.2282067970457,0.5405221315508393,0.0,0.0,-0.022940671952436844,0.0,0.0,0.0
baseline,21,21.270000457763672,3.4739219852559042,0.5316829761284357,0.0,0.0,3.4739219852559042,4.941159984836067,49.02156424584945,0.100795640874606,0.0,0.0,-0.01688816903888806,0.0,0.0,0.0
baseline,22,21.31999969482422,8.125380939836639,0.528025351315573,0.0,0.0,8.125380939836639,9.875586994729137,48.80195713541229,0.20236047024358148,0.0,0.0,-0.025411798566957848,0.0,0.0,0.0
baseline,23,20.610000610351562,-17.8041803554415,0.5338159597921455,0.0,0.0,-17.8041803554415,-15.634642886745688,36.31847892106562,0.43048727125180364,0.0,0.0,-0.017894886374673992,0.0,0.0,0.0
baseline,24,21.0,19.79482738232561,0.5256166759262343,0.0,0.0,19.79482738232561,22.138066437960124,49.05791517505746,0.45126390632302676,0.0,0.0,-0.03527951514790781,0.0,0.0,0.0
baseline,25,21.0,6.130920195,0.5227410684022629,0.0,0.0,6.130920195,7.764140314722923,48.074001111148114,0.1615039342527797,0.0,0.0,-0.03613007176367204,0.0,0.0,0.0
baseline,26,21.18000030517578,12.612240340280932,0.5173396154537445,0.0,0.0,12.612240340280932,14.583922960999605,47.72892820827155,0.305557311016093,0.0,0.0,-0.054815300223469324,7.281528738637074e-05,0.0,0.0
baseline,27,21.079999923706055,2.6674736777111723,0.5158284729104476,0.0,0.0,2.6674736777111723,4.080084866901595,47.08075385444934,0.08666141751925259,0.0,0.0,-0.05739654305459893,0.00024285004159548378,0.0,0.0
baseline,28,20.479999542236328,-14.126867376268727,0.5203242546367584,0.0,0.0,-14.126867376268727,-12.138610661039042,37.05029162537314,0.32762523933080623,0.0,0.0,-0.04399543816948054,0.00023447590223012229,0.0,0.0
baseline,29,20.5,6.488388582480993,0.5173075388997952,0.0,0.0,6.488388582480993,8.145132489800515,47.438910556411,0.1716972922494689,0.0,0.0,-0.052371108403430844,0.00029378362008278784,0.0,0.0
baseline,30,21.1299991607666,28.427116511107254,0.5057180524887994,0.0,0.0,28.427116511107254,31.29161330968857,47.07690466797543,0.6646913923160932,0.0,0.0,-0.14499491194379438,0.0021120309648891655,0.0,0.0
baseline,31,23.0,79.33066895170607,0.5019806604855754,1.0,71.0,8.330668951706073,10.09095840870488,45.686166298655934,0.22087557845714342,0.0,0.0,-0.36952598720551477,0.00486457684216784,0.0,0.0
baseline,32,24.059999465942383,50.982152312691426,0.503034841100929,1.0,55.30389286898964,-4.3217405562982165,-2.8462876614544745,37.88116037086547,0.07513728812920852,0.0,0.0,-0.23906376260832624,0.007139864214549365,0.0,0.0
baseline,33,25.850000381469727,87.23859836083317,0.49621574721387934,1.0,71.0,16.238598360833166,18.411553495034024,45.36418093211148,0.4058610365430675,0.0,0.0,-0.3624924163800324,0.011551524095445713,0.0,0.0
baseline,34,27.149999618530273,70.22486030627391,0.4960694215067996,1.0,71.0,-0.7751396937260893,0.395079409115235,44.35667702635949,0.008906875708485877,0.0,0.0,-0.35753787034458057,0.015766501081760177,0.0,0.0
baseline,35,27.8700008392334,45.58753508754842,0.4973104417836565,1.0,50.44128715193646,-4.85375206438804,-3.35075474751363,38.15722313972802,0.08781442861403971,0.0,0.0,-0.30767825677104144,0.019300888799032596,0.0,0.0
baseline,36,27.450000762939453,-7.278425264092832,0.49939620115749705,0.0,0.0,-7.278425264092832,-5.631550309369485,38.10758232865374,0.14778030946180037,0.0,0.0,-0.26040049083504313,0.021966304167394535,0.0,0.0
baseline,37,27.5,14.003355958568715,0.49344969483064055,0.0,0.0,14.003355958568715,16.055567082512546,44.8973541967745,0.3576060854754333,0.0,0.0,-0.3052013618409284,0.02654115803861893,0.0,0.0
baseline,38,27.43000030517578,8.431381873276129,0.489673218599458,0.0,0.0,8.431381873276129,10.196485824192907,43.88644812120889,0.23233791433819126,0.0,0.0,-0.3641186391110798,0.03227215542164801,0.0,0.0
baseline,39,27.639999389648438,21.543417076818212,0.48079598570867066,0.0,0.0,21.543417076818212,23.96852880512576,43.24444716190786,0.5542567977661323,0.0,0.0,-0.40135511617517367,0.038708092306516916,0.0,0.0
baseline,40,27.399999618530273,0.6317656938525863,0.48012917580096515,0.0,0.0,0.6317656938525863,1.8003867508048885,41.73531757047401,0.04313820657443821,0.0,0.0,-0.39725759358841684,0.04497549977733647,0.0,0.0
baseline,41,26.989999771118164,-6.999588894179324,0.482117351178174,0.0,0.0,-6.999588894179324,-5.3680735184639,38.7948329679614,0.13837083724260674,0.0,0.0,-0.3854482865754739,0.05055051934121203,0.0,0.0
baseline,42,27.690000534057617,44.25156744743493,0.48379548405830647,1.0,50.361005841399276,-6.109438393964346,-4.530958776357675,38.71530595287304,0.11703275138450599,0.0,0.0,-0.534675909993252,0.05560853071631535,0.0,0.0
baseline,43,27.469999313354492,1.5947107581697628,0.48542123599027714,1.0,7.553117192922184,-5.958406434752422,-4.389530216320806,38.64818063766774,0.11357663268740342,0.0,0.0,-0.378856890392215,0.060249868226918274,0.0,0.0
