split,task_key,controller_group,seed,episode_reward_delta,SOC_tail_risk_delta,SOC_tail_violation_steps_delta,SOC_RMSE_delta,abs_final_SOC_error_delta,constraint_violation_steps_delta,battery_limit_proximity_risk_delta,SOC_corrected_fuel_kg_delta,engine_switch_count_delta,battery_energy_throughput_kWh_delta,raw_action_magnitude_mean_delta,action_magnitude_mean_delta,raw_action_saturation_ratio_delta,final_action_saturation_ratio_delta,confidence_mean_delta,confidence_min_delta,confidence_p5_delta,confidence_p50_delta,confidence_p95_delta,distribution_confidence_mean_delta,safety_margin_confidence_mean_delta,stability_confidence_mean_delta,distribution_risk_mean_delta,distribution_risk_max_delta,action_attenuation_ratio_mean_delta,fallback_activation_ratio_delta,direction_suppression_ratio_delta
heldout_evaluation,heldout_evaluation:002,old_no_gate,20260706,-0.31026427624347974,-0.00029767506950935385,0.0,-8.028515818007259e-05,-0.002324633451895375,0.0,0.0,5.003216577326858e-05,0.0,0.0011601417555881233,0.5088759208444713,0.5088759208444713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heldout_evaluation,heldout_evaluation:003,old_no_gate,20260706,-3.8875278485785287,0.015285981393050874,7.0,0.001345097128572878,0.002220016905203459,0.0,0.0005030190007269085,-0.0001630513997207539,0.0,-0.0016650126789028996,0.5169711539605892,0.5169711539605892,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heldout_evaluation,heldout_evaluation:004,old_no_gate,20260706,-40.15519686590681,0.16552301437316547,52.0,0.014553477456597921,0.017273285237470293,0.0,0.00038494431810302387,-0.0017967862572240284,0.0,0.023531844849405043,0.45208344273346796,0.45208344273346796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heldout_evaluation,heldout_evaluation:005,old_no_gate,20260706,3.0635542859111524,-0.01947332132992141,0.0,-0.000977866572279773,-2.0940315456796643e-05,0.0,-7.587267569980453e-05,1.743986334923342e-05,0.0,0.00036598793579017963,0.7617442817308215,0.7617442817308215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heldout_evaluation,heldout_evaluation:006,old_no_gate,20260706,-0.12233695730364857,-0.001900539671140053,0.0,-0.0002444049222513345,0.001950954302944119,0.0,0.0,-7.562966983643005e-05,0.0,0.0013507873842874552,0.6680829132112234,0.6680829132112234,0.0125,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heldout_evaluation,heldout_evaluation:007,old_no_gate,20260706,-0.6402137109754529,0.0,0.0,0.0002072236223008752,0.0013187357636689212,0.0,0.0,-0.00010666694006304656,0.0,0.0020722916303464456,0.6389974941892756,0.6389974941892756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_low_soc,stress_low_soc:000,old_no_gate,20260706,-5.175298659498196,0.02404651274367886,0.0,0.0009957031919442666,0.0015365091921523133,0.0,0.00032418641782585396,-0.00010132408834645501,0.0,-0.0011523818941141795,0.5633041965738973,0.5633041965738973,0.004166666666666667,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_low_soc,stress_low_soc:001,old_no_gate,20260706,5.343646918406819,-0.030612296317214183,0.0,-0.0013260116218229145,-0.006787616805031704,0.0,0.0,0.000293542457312862,0.0,-0.0005370792182268769,0.7093670573313203,0.7093670573313203,0.004166666666666667,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_low_soc,stress_low_soc:002,old_no_gate,20260706,-121.33001983783444,0.6129836380221081,60.0,0.025940211464159174,0.011907361248017057,0.0,0.0,0.0035803110945555605,3.0,-0.005577078070502534,0.718307109127442,0.718307109127442,0.004166666666666667,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_low_soc,stress_low_soc:003,old_no_gate,20260706,-37.40959683554024,0.173830548944373,58.0,0.00859097053011923,0.02103413503089341,0.0,7.419223281392756e-06,-0.0025699907395577287,-2.0,0.01325517412051716,0.5034219787942452,0.5034219787942452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_high_mass_uphill,stress_high_mass_uphill:000,old_no_gate,20260706,3.0231339060512425,-0.017346789726783995,-4.0,-0.0011061761161778455,-0.0014595110682871781,0.0,0.0,0.00011096844940844397,0.0,0.0011862183243856461,0.6029003505579505,0.6029003505579505,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_high_mass_uphill,stress_high_mass_uphill:001,old_no_gate,20260706,-0.07383758696541953,-0.0004315878028983422,0.0,-0.0005469357811698355,-0.002215889307261687,0.0,0.0,5.6286839273243794e-05,0.0,0.001078583647112899,0.5403353727567527,0.5403353727567527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_high_mass_uphill,stress_high_mass_uphill:002,old_no_gate,20260706,-0.4162525386825777,7.028274422222341e-05,0.0,-2.643200733304374e-05,-0.0018856089274364995,0.0,0.0,4.8066424805794095e-05,0.0,0.0008308733622441888,0.4972817590765449,0.4972817590765449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_high_mass_uphill,stress_high_mass_uphill:003,old_no_gate,20260706,-1.9003174111246324,0.006819685091248084,1.0,0.0003111315689696831,0.0006595529606104877,0.0,0.00011805640306411166,-4.229222349513839e-05,0.0,-0.0005137117986806494,0.5919430748533666,0.5919430748533666,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_combined_low_soc_mass_uphill,stress_combined_low_soc_mass_uphill:000,old_no_gate,20260706,0.6759777548957118,-0.006635227797682219,0.0,-0.0002782199541530861,-0.00044592669208265434,0.0,-1.3480107073603198e-06,5.903863473433191e-05,0.0,0.00042078037448856076,0.7415347627089877,0.7415347627089877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_combined_low_soc_mass_uphill,stress_combined_low_soc_mass_uphill:001,old_no_gate,20260706,2.133771951584521,-0.012137375410514295,-4.0,-0.0006771311620703963,0.005635948900533205,0.0,0.0,-0.000286296016427455,0.0,-0.00014362834206640973,0.7791134889786029,0.7791134889786029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_combined_low_soc_mass_uphill,stress_combined_low_soc_mass_uphill:002,old_no_gate,20260706,1.6531954454149513,-0.009085758563940116,-3.0,-0.0005745235553410721,0.0016996386307092104,0.0,0.0,-0.00016588605113491278,1.0,0.0010586043603015294,0.7931123305401868,0.7931123305401868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_combined_low_soc_mass_uphill,stress_combined_low_soc_mass_uphill:003,old_no_gate,20260706,-1.9376527802697296,0.006895163914137581,0.0,0.000353754018654312,-0.0003303949128589667,0.0,-2.2310174167070734e-05,0.0002012671003820965,0.0,0.004266711077225482,0.6842759129461289,0.6842759129461289,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weather_wet,weather_wet:000,old_no_gate,20260706,105.64818850019363,-0.5486203172661763,-19.0,-0.02924597000487468,-0.02464244322385223,0.0,0.0,-0.0004695306749684103,1.0,-0.04765535290409895,0.7300480447973434,0.7300480447973434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weather_wet,weather_wet:001,old_no_gate,20260706,1.2220875199765269,-0.0018673742727939482,0.0,-0.0034297200483952295,-0.00032483782650916115,0.0,0.0,-0.0005334804652859793,0.0,-0.010684445503312434,0.589081625337583,0.589081625337583,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weather_snow,weather_snow:000,old_no_gate,20260706,4.997027834805408,-0.028566666220263937,0.0,-0.0017282150847767463,-0.004141599007434771,0.0,0.0,-2.8122980745115544e-05,0.0,-0.002680318295568418,0.678375612108244,0.678375612108244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weather_snow,weather_snow:001,old_no_gate,20260706,-1.1941462103901586,0.002661766994132897,0.0,0.00017314528073025803,8.556699358830411e-05,0.0,0.0,-4.634117405748206e-06,0.0,-6.417524519125584e-05,0.7770131123466935,0.7770131123466935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
